Type,Bed,Bath,Size,BER,Asking Price,Not Full Market Price,VAT Exclusive,latitude,longitude,ifsc_drive_distance_km,ifsc_walk_distance_km,ifsc_bike_distance_km,ifsc_transit_distance_km,Airport_distance_km,nearest_coast_name,coast_distance_km,eircode_area,month_sin,month_cos,day_sin,day_cos,Price_Difference_%
Terrace,2.0,2.0,65.0,C2,495000.0,No,No,53.31645169999999,-6.2432949,5.225,4.772,5.839,6.173,19.821,Sandymount Strand,3.783,D06,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,21.21212121212121
Terrace,2.0,1.0,87.0,E1,495000.0,No,No,53.3692273,-6.2577643,3.272,3.036,3.044,3.628,8.63,Clontarf Seafront,4.655,D09,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,14.14141414141414
Semi-D,3.0,1.0,92.0,E1,450000.0,No,No,53.3930646,-6.1853291,7.198,7.226,7.214,7.636,9.069,Clontarf Seafront,5.005,D13,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,9.333333333333334
Bungalow,2.0,1.0,64.8,D1,365000.0,No,No,53.273407,-6.3603995,35.361,13.272,13.332,14.561,27.621,Ringsend,13.757,D24,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,7.534246575342466
Apartment,2.0,1.0,49.0,B3,350000.0,No,No,53.34067169999999,-6.2725917,4.556,2.4,2.4,2.84,13.626,Ringsend,4.296,D08,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,8.571428571428571
Terrace,3.0,1.0,71.0,Unknown,219000.0,No,No,53.38138860000001,-6.2952523,6.272,6.063,6.3,6.687,8.455,Clontarf Seafront,8.826,D11,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,19.17808219178082
Apartment,2.0,2.0,70.0,B3,395000.0,No,No,53.2485688,-6.1775109,14.597,14.624,15.324,18.752,37.59,Killiney Beach,6.778,D18,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,14.430379746835442
Semi-D,3.0,3.0,98.0,A3,395000.0,No,No,53.6078506,-6.2018513,33.075,32.454,32.982,40.179,26.188,Ringsend,34.075,K32,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,9.620253164556962
Semi-D,3.0,2.0,82.0,C2,570000.0,No,No,53.390867,-6.1430943,10.682,9.617,10.764,10.18,13.961,Bull Island,5.009,D13,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,5.43859649122807
Semi-D,3.0,1.0,105.0,G,475000.0,No,No,53.29392619999999,-6.277637899999999,9.616,8.009,8.552,10.62,28.461,Sandymount Strand,8.174,D14,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,20.0
Duplex,3.0,3.0,110.0,B2,380000.0,No,No,53.3378378,-6.462510399999999,29.865,16.009,17.025,19.899,22.124,Ringsend,30.864,K78,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,21.31578947368421
Semi-D,4.0,3.0,116.0,Unknown,395000.0,No,No,53.4184791,-6.393154099999999,23.788,14.255,16.969,23.479,9.718,Ringsend,24.788,D15,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,6.329113924050633
Apartment,1.0,1.0,77.0,C1,450000.0,No,No,53.4507412,-6.159471,18.955,14.236,14.474,15.485,11.392,Clontarf Seafront,12.082,K36,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0.0
Semi-D,3.0,2.0,135.0,B3,530000.0,No,No,53.4265149,-6.1930818,13.409,11.978,11.941,13.194,7.608,Clontarf Seafront,9.89,K67,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,7.547169811320755
Duplex,3.0,3.0,125.0,B3,450000.0,No,No,53.40188389999999,-6.1425085,15.823,10.708,12.41,10.621,12.73,Howth Head,6.353,D13,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,7.777777777777778
End of Terrace,3.0,3.0,134.0,A3,685000.0,No,No,53.2576224,-6.215230399999999,13.196,12.546,12.766,15.122,35.75,Blackrock,8.975,D18,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,10.97080291970803
Terrace,3.0,2.0,125.0,F,365000.0,No,No,53.4918105,-6.1072143,25.396,24.017,24.868,22.851,18.508,Ringsend,26.395,K36,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0.0
Terrace,3.0,1.0,110.0,B3,624950.0,No,No,53.2697648,-6.1460994,13.257,12.392,13.26,15.306,43.007,Killiney Beach,3.707,A96,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0.0
Semi-D,3.0,3.0,86.0,D1,355000.0,No,No,53.5340365,-6.0943274,30.005,28.332,29.725,28.251,23.118,Ringsend,31.005,K56,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0.0
Duplex,3.0,2.0,95.0,C1,750000.0,No,No,53.3380068,-6.238957,1.879,1.841,1.851,3.274,16.324,Ringsend,1.298,D04,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,-0.6666666666666667
End of Terrace,3.0,3.0,107.0,B3,665000.0,No,No,53.2734849,-6.1783405,10.882,11.025,10.971,11.974,36.586,Monkstown,3.872,D18,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,29.32330827067669
Apartment,2.0,1.0,58.0,Unknown,249950.0,No,No,53.3954928,-6.2621616,6.773,6.409,6.768,7.665,6.787,Clontarf Seafront,7.908,D09,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,6.42128425685137
Detached,4.0,4.0,207.0,E2,1100000.0,No,No,53.28137359999999,-6.270439,11.995,9.939,10.988,10.895,29.814,Blackrock,9.087,D16,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,12.727272727272727
Apartment,2.0,2.0,70.0,B3,245000.0,No,No,53.2847612,-6.376072799999999,33.037,12.885,14.334,15.585,25.296,Ringsend,13.864,D24,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,20.0
Semi-D,3.0,1.0,71.4,D1,415000.0,No,No,53.3020114,-6.3767157,30.882,11.991,12.18,13.532,23.142,Blackrock,19.785,D24,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,12.048192771084338
End of Terrace,4.0,3.0,198.0,A3,1175000.0,No,No,53.27802699999999,-6.1472014,13.084,11.905,12.817,14.646,39.546,Monkstown,2.601,A96,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0.0
Semi-D,4.0,3.0,165.0,A1,645000.0,No,No,53.4921051,-6.161276099999999,22.078,20.51,20.984,20.389,15.191,Ringsend,23.078,K36,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,10.077519379844961
Detached,3.0,2.0,170.0,Unknown,895000.0,No,No,53.3378555,-6.3027007,6.735,4.538,4.813,5.125,22.324,Ringsend,6.196,D08,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,20.391061452513966
Terrace,4.0,3.0,150.0,B2,499950.0,No,No,53.4037544,-6.1579144,14.477,9.667,9.777,10.911,11.384,Bull Island,7.566,D13,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,10.521452145214521
End of Terrace,3.0,2.0,89.0,Unknown,375000.0,No,No,53.4729767,-6.235397000000001,21.542,15.987,16.981,22.045,10.785,Howth Head,18.441,K67,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,20.0
End of Terrace,3.0,2.0,109.0,Unknown,625000.0,No,No,53.3755313,-6.2100174,4.605,4.644,4.835,5.011,9.084,Clontarf Seafront,3.438,D05,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,10.56
Semi-D,4.0,1.0,145.0,G,900000.0,No,No,53.3677156,-6.2640674,3.362,3.056,3.244,3.863,8.986,Clontarf Seafront,5.307,D09,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,13.333333333333334
Detached,4.0,3.0,204.0,Unknown,895000.0,No,No,53.3812678,-6.0976031,13.097,12.434,13.203,13.388,15.973,Howth Head,3.678,D13,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,23.687150837988828
Semi-D,4.0,1.0,112.0,G,675000.0,No,No,53.3105351,-6.3073124,7.885,6.993,6.97,8.047,25.642,Ringsend,7.17,D12,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,28.14814814814815
Bungalow,4.0,1.0,144.0,E2,745000.0,No,No,53.2870623,-6.1976302,8.947,8.8,9.036,10.364,36.335,Blackrock,3.553,A94,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,10.06711409395973
End of Terrace,4.0,3.0,136.0,B2,525000.0,No,No,53.2717234,-6.329694,34.432,12.166,12.141,12.499,26.691,Blackrock,15.023,D24,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,3.8095238095238098
Terrace,3.0,3.0,108.0,B2,975000.0,No,No,53.324321,-6.2542594,4.246,3.448,4.413,4.207,19.354,Ringsend,3.531,D06,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,10.564102564102564
Terrace,3.0,3.0,115.0,Unknown,435000.0,No,No,53.2871463,-6.4262484,34.213,15.766,15.937,17.605,26.472,Blackrock,26.417,D24,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,15.862068965517242
Apartment,1.0,1.0,37.0,Unknown,265000.0,No,No,53.34482440000001,-6.247435500000001,1.836,0.739,1.535,0.739,16.919,Ringsend,1.619,D02,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,13.20754716981132
Terrace,3.0,2.0,68.0,E1,525000.0,No,No,53.3360224,-6.2755282,4.662,3.024,3.054,3.184,14.22,Ringsend,4.841,D08,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,6.666666666666667
Apartment,3.0,2.0,90.0,B3,625000.0,No,No,53.305298,-6.2033255,7.157,7.192,7.68,8.178,21.861,Blackrock,3.075,A94,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0.8
Apartment,3.0,2.0,74.0,B3,295000.0,No,No,53.38868730000001,-6.3900007,23.103,12.115,12.091,13.213,15.362,Ringsend,24.103,D15,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,15.932203389830507
Terrace,2.0,1.0,70.0,Unknown,325000.0,No,No,53.319951,-6.314135299999999,7.846,6.508,6.508,7.02,25.307,Ringsend,7.132,D12,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,4.615384615384616
Terrace,2.0,1.0,73.0,F,395000.0,No,No,53.366307,-6.2717699,3.614,3.084,3.1,3.944,10.485,Ringsend,5.613,D09,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,18.48101265822785
Apartment,2.0,1.0,55.0,C3,340000.0,No,No,53.3034202,-6.2359579,6.19,6.248,6.212,7.778,20.645,Sandymount Strand,4.607,D14,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,15.294117647058824
Semi-D,3.0,1.0,85.0,Unknown,329000.0,No,No,53.32684399999999,-6.3827932,29.529,10.455,10.704,12.034,21.788,Blackrock,21.766,D22,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,12.462006079027356
Terrace,2.0,2.0,89.0,B3,450000.0,No,No,53.2986693,-6.2199475,7.493,7.387,7.267,8.208,21.948,Blackrock,3.759,D14,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,16.666666666666664
Semi-D,3.0,4.0,139.0,A2,395000.0,No,No,53.3939515,-6.322632599999999,8.819,8.216,8.383,9.047,9.341,Clontarf Seafront,11.373,D11,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,15.69620253164557
Apartment,3.0,3.0,79.0,C2,360000.0,No,No,53.2627085,-6.222917499999999,12.361,11.642,11.942,13.915,34.916,Blackrock,8.141,D18,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,16.666666666666664
Townhouse,2.0,1.0,75.0,C3,420000.0,No,No,53.3388202,-6.3066531,7.209,5.12,5.974,5.689,22.557,Ringsend,6.771,D08,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0.0
Terrace,2.0,1.0,50.0,E2,425000.0,No,No,53.3618588,-6.263709200000001,2.528,2.199,2.562,3.47,9.328,Ringsend,4.473,D07,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,5.988235294117647
Semi-D,3.0,1.0,94.0,Unknown,595000.0,No,No,53.2961201,-6.3182983,10.637,9.003,8.975,9.241,25.878,Ringsend,9.923,D6W,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,0.8403361344537815
Semi-D,3.0,2.0,92.0,C3,595000.0,No,No,53.3773904,-6.2331075,3.942,3.945,4.571,4.703,9.043,Clontarf Seafront,4.519,D09,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,10.92436974789916
Terrace,3.0,2.0,90.0,C3,405000.0,No,No,53.3937168,-6.161663099999999,8.854,8.68,11.451,9.029,11.815,Bull Island,6.246,D13,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,20.0
Apartment,1.0,1.0,38.0,Unknown,250000.0,No,No,53.3499966,-6.2749416,3.706,2.255,3.032,2.335,12.536,Ringsend,5.609,D07,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,14.000000000000002
Semi-D,3.0,1.0,95.0,F,395000.0,No,No,53.3941714,-6.417507,24.953,14.199,14.709,15.546,17.212,Ringsend,25.952,D15,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,10.759493670886076
Terrace,4.0,3.0,155.0,A2,780000.0,No,No,53.2368776,-6.1290317,16.448,16.59,16.584,17.903,41.893,Killiney Beach,3.33,D18,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,-0.641025641025641
Semi-D,3.0,1.0,88.0,E2,440000.0,No,No,53.3824899,-6.2105788,5.245,5.29,5.28,5.667,8.442,Clontarf Seafront,3.648,D05,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,16.590909090909093
Apartment,1.0,1.0,61.0,C2,245000.0,No,No,53.4004527,-6.1547088,14.883,9.727,12.573,10.275,11.79,Bull Island,7.972,D13,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,19.183673469387756
Duplex,3.0,2.0,103.0,C1,399950.0,No,No,53.407197,-6.172597,13.85,9.18,10.055,10.411,10.757,Clontarf Seafront,7.115,D13,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,2.262782847855982
End of Terrace,3.0,1.0,88.0,E2,675000.0,No,No,53.3673872,-6.223504,3.135,3.115,3.17,3.338,10.624,Clontarf Seafront,2.93,D03,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,8.592592592592592
Semi-D,3.0,3.0,108.0,C3,495000.0,No,No,53.4457878,-6.249632999999999,16.125,13.761,14.143,17.095,7.438,Ringsend,17.125,K67,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,10.303030303030303
Semi-D,3.0,3.0,121.0,A3,540000.0,No,No,53.3438524,-6.4534717,28.793,15.725,16.746,18.579,21.052,Ringsend,29.793,K78,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,4.62962962962963
Semi-D,4.0,5.0,220.0,Unknown,1700000.0,No,No,53.3231182,-6.259802199999999,4.559,3.814,4.325,4.546,19.836,Ringsend,3.845,D06,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,-2.941176470588235
Semi-D,4.0,2.0,140.0,B3,1100000.0,No,No,53.31433579999999,-6.2691048,5.994,5.089,5.423,5.349,29.359,Ringsend,5.279,D06,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,13.636363636363635
Apartment,3.0,3.0,232.0,B2,1300000.0,No,No,53.32569530000001,-6.244703299999999,3.724,3.387,4.212,4.223,18.934,Ringsend,3.009,D04,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,3.076923076923077
Studio,3.0,1.0,25.0,E2,195000.0,No,No,53.28828,-6.1348734,12.468,11.79,12.36,12.692,25.088,Dún Laoghaire,0.851,A96,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,15.384615384615385
Duplex,2.0,2.0,96.0,C1,385000.0,No,No,53.3359464,-6.3801916,27.464,9.901,10.32,13.495,19.724,Ringsend,12.472,D10,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,0.2597402597402597
Semi-D,4.0,2.0,115.0,Unknown,745000.0,No,No,53.2746685,-6.169313,11.326,11.577,11.416,16.079,37.03,Monkstown,3.58,D18,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,6.0402684563758395
End of Terrace,3.0,2.0,100.0,C1,475000.0,No,No,53.27414049999999,-6.138838199999999,13.599,12.485,13.76,15.639,43.886,Dún Laoghaire,2.948,A96,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,17.894736842105264
Semi-D,3.0,2.0,102.0,Unknown,460000.0,No,No,53.4532146,-6.2454269,16.014,13.771,14.132,17.163,7.328,Ringsend,17.014,K67,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,5.6521739130434785
Detached,4.0,3.0,163.0,C2,1075000.0,No,No,53.3751477,-6.359182,9.719,8.875,8.827,9.731,13.461,Ringsend,22.202,D15,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,6.976744186046512
Bungalow,3.0,1.0,81.0,D2,350000.0,No,No,53.52741330000001,-6.097117099999999,28.388,27.212,28.561,26.662,21.501,Ringsend,29.388,K56,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,20.285714285714285
Semi-D,4.0,3.0,125.0,C2,475000.0,No,No,53.4028859,-6.4331051,26.319,16.454,16.499,19.86,18.579,Ringsend,27.319,D15,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,1.0526315789473684
Semi-D,3.0,1.0,114.0,E2,695000.0,No,No,53.2846904,-6.250549599999999,10.024,8.927,10.002,9.9,33.713,Blackrock,7.116,D16,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,2.877697841726619
Semi-D,4.0,3.0,115.0,B1,545000.0,No,No,53.3526434,-6.433208599999999,27.522,13.92,13.961,14.03,19.781,Ringsend,28.521,K78,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,10.091743119266056
Semi-D,3.0,3.0,109.0,C2,620000.0,No,No,53.37075309999999,-6.393349199999999,26.361,11.13,11.143,14.451,18.62,Ringsend,27.361,D15,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,0.0
Detached,4.0,3.0,174.0,A3,620000.0,No,No,53.2698355,-6.3425177,35.864,13.516,14.314,20.487,28.124,Blackrock,16.455,D24,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,4.838709677419355
Apartment,2.0,3.0,126.0,B3,800000.0,No,No,53.349533,-6.2393524,1.245,0.612,1.159,1.026,15.245,Ringsend,3.704,D01,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,3.75
Semi-D,2.0,2.0,82.0,Unknown,275000.0,No,No,53.61414,-6.2064822,33.768,32.99,33.519,37.675,26.88,Ringsend,34.767,K32,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,4.7272727272727275
End of Terrace,4.0,5.0,293.0,C3,1950000.0,No,No,53.318278,-6.2718666,5.624,4.615,5.104,5.03,29.659,Ringsend,4.91,D06,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,0.0
Semi-D,3.0,3.0,120.5,C1,650000.0,No,No,53.3843858,-6.380077099999999,21.39,10.555,11.041,11.487,13.649,Ringsend,22.389,D15,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,8.76923076923077
Apartment,2.0,2.0,77.0,C2,370000.0,No,No,53.4182419,-6.1462148,16.213,11.574,14.63,11.976,11.224,Howth Head,7.651,D13,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,24.324324324324326
Apartment,2.0,2.0,57.0,Unknown,270000.0,No,No,53.4420296,-6.2138167,14.429,13.389,13.749,14.232,7.542,Howth Head,15.03,K67,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,7.4074074074074066
Semi-D,4.0,3.0,137.5,A3,495000.0,No,No,53.3003329,-6.496907200000001,38.471,19.411,20.554,22.164,30.73,Blackrock,30.675,D22,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,14.14141414141414
Semi-D,4.0,3.0,144.0,A3,900000.0,No,No,53.3724941,-6.3424782,7.962,7.614,8.526,8.827,15.631,Ringsend,24.371,D15,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,11.666666666666666
Semi-D,3.0,3.0,97.0,Unknown,410000.0,No,No,53.2724953,-6.3667259,35.46,13.787,13.73,17.895,27.719,Ringsend,13.856,D24,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,18.29268292682927
Bungalow,4.0,3.0,162.0,Unknown,545000.0,No,No,53.3155977,-6.4006251,30.199,12.268,13.479,13.426,22.458,Blackrock,22.402,D22,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,10.091743119266056
Semi-D,4.0,3.0,106.0,Unknown,435000.0,No,No,53.3476801,-6.4198018,27.846,13.345,13.848,14.889,20.106,Ringsend,28.846,K78,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,9.425287356321839
End of Terrace,3.0,1.0,87.0,F,480000.0,No,No,53.3351792,-6.299916899999999,6.428,4.579,4.857,5.166,22.82,Ringsend,5.714,D08,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,0.20833333333333334
Apartment,2.0,2.0,75.0,B3,495000.0,No,No,53.2804508,-6.2438161,9.558,9.171,9.391,9.717,33.099,Blackrock,6.65,D16,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,21.41414141414141
Terrace,3.0,1.0,85.0,Unknown,385000.0,No,No,53.29013759999999,-6.261861199999999,9.267,8.622,9.698,9.679,35.081,Sandymount Strand,7.825,D14,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,24.675324675324674
Semi-D,3.0,1.0,81.3,E1,385000.0,No,No,53.4591828,-6.242144700000001,17.259,14.629,15.015,22.905,10.754,Ringsend,18.258,K67,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,6.493506493506493
Duplex,3.0,2.0,80.0,B2,360000.0,No,No,53.4017122,-6.1521775,14.839,10.043,10.139,9.965,11.747,Bull Island,7.928,D13,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,15.833333333333332
End of Terrace,3.0,2.0,80.0,D1,275000.0,No,No,53.4003141,-6.2754032,7.817,7.437,7.833,9.038,7.191,Clontarf Seafront,8.952,D11,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,17.454545454545457
Semi-D,4.0,3.0,103.0,C3,575000.0,No,No,53.2744805,-6.2842113,12.78,10.233,12.359,11.627,29.453,Sandymount Strand,11.338,D16,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,0.8695652173913043
Apartment,2.0,2.0,70.8,C1,445000.0,No,No,53.22928839999999,-6.1238491,17.356,17.434,17.492,18.78,45.054,Killiney Beach,3.421,D18,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,-1.7977528089887642
Terrace,3.0,1.0,79.0,C3,420000.0,No,No,53.3579206,-6.235637199999999,2.154,1.987,2.188,2.216,14.571,Clontarf Seafront,3.282,D03,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,6.190476190476191
Detached,4.0,2.0,125.0,D2,950000.0,No,No,53.2712673,-6.128223699999999,14.501,13.174,14.448,14.955,43.214,Dalkey,3.071,A96,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,-2.1052631578947367
Duplex,3.0,2.0,120.0,B3,495000.0,No,No,53.4465124,-6.1790031,17.533,13.783,13.732,14.814,9.76,Clontarf Seafront,11.681,K36,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,17.17171717171717
