Type,Bed,Bath,Size,BER,Asking Price,Not Full Market Price,VAT Exclusive,latitude,longitude,ifsc_drive_distance_km,ifsc_walk_distance_km,ifsc_bike_distance_km,ifsc_transit_distance_km,Airport_distance_km,nearest_coast_name,coast_distance_km,eircode_area,month_sin,month_cos,day_sin,day_cos,Price_Difference_%
Terrace,3.0,1.0,93.0,Unknown,475000.0,No,No,53.36848579999999,-6.2315476,3.127,2.938,2.951,3.362,8.934,Clontarf Seafront,3.164,D03,0.49999999999999994,-0.8660254037844387,-0.848644257494751,0.5289640103269624,18.736842105263158
Semi-D,4.0,3.0,118.0,C2,650000.0,No,No,53.2741789,-6.3262374,34.442,11.742,12.151,12.376,26.701,Blackrock,15.032,D16,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,10.0
Semi-D,3.0,2.0,102.0,C2,495000.0,No,No,53.4943432,-6.146896400000001,22.568,21.474,22.417,20.243,15.681,Ringsend,23.567,K36,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,-1.0101010101010102
Terrace,3.0,1.0,107.0,E2,250000.0,No,No,53.35072779999999,-6.236133199999999,1.1,0.92,0.925,1.202,14.449,Ringsend,3.529,D03,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,17.599999999999998
Semi-D,3.0,3.0,148.0,Unknown,675000.0,No,No,53.38485720000001,-6.230628299999999,5.406,5.333,5.535,6.341,6.875,Clontarf Seafront,5.342,D09,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,5.185185185185185
Detached,6.0,4.0,230.0,Unknown,1100000.0,No,No,53.2622034,-6.210729400000001,12.387,12.134,12.155,13.908,34.834,Blackrock,6.993,D18,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0.0
Terrace,3.0,1.0,79.4,E1,385000.0,No,No,53.2450088,-6.1257256,16.481,15.611,16.1,18.399,42.203,Killiney Beach,2.182,A96,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,11.688311688311687
Apartment,2.0,2.0,115.0,C1,550000.0,No,No,53.3768275,-6.2766788,5.067,4.949,5.046,6.121,9.785,Clontarf Seafront,6.843,D11,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,11.818181818181818
Terrace,2.0,1.0,64.0,D2,435000.0,No,No,53.35164930000001,-6.2955789,4.985,3.916,3.865,4.059,13.561,Ringsend,6.887,D07,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,9.195402298850574
Detached,3.0,3.0,106.3,C1,595000.0,No,No,53.2938694,-6.2773187,9.594,8.031,8.574,10.736,28.483,Sandymount Strand,8.152,D14,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0.0
Apartment,1.0,1.0,46.0,D1,310000.0,No,No,53.3194027,-6.2622537,5.134,4.435,4.875,5.267,30.508,Ringsend,4.42,D06,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,22.58064516129032
Semi-D,3.0,1.0,300.0,Unknown,1150000.0,No,No,53.3357434,-6.240200400000001,2.169,2.164,2.174,3.687,17.963,Ringsend,1.465,D04,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0.0
Terrace,3.0,1.0,87.0,C2,385000.0,No,No,53.39631379999999,-6.137292299999999,15.679,10.677,11.692,10.58,12.586,Howth Head,5.846,D13,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,23.636363636363637
Apartment,2.0,2.0,93.0,Unknown,295000.0,No,No,53.4052318,-6.1706237,13.802,8.864,9.06,9.62,10.709,Bull Island,7.831,D13,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,18.64406779661017
Apartment,3.0,3.0,119.0,B2,420000.0,No,No,53.3771733,-6.3234713,7.505,6.81,6.867,7.717,11.036,Ringsend,9.503,D15,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,12.142857142857142
Semi-D,3.0,1.0,95.0,C3,575000.0,No,No,53.3763373,-6.2299164,3.989,3.992,4.294,4.426,9.09,Clontarf Seafront,4.566,D09,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,16.52173913043478
Terrace,3.0,2.0,101.7,D2,915000.0,No,No,53.3327657,-6.2804043,5.454,3.578,3.608,4.432,24.207,Ringsend,4.74,D08,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,20.371803278688525
Terrace,4.0,2.0,119.0,Unknown,535000.0,No,No,53.3848058,-6.2283307,5.63,5.508,5.566,6.597,7.13,Clontarf Seafront,5.143,D09,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,8.411214953271028
Apartment,2.0,1.0,62.0,D1,295000.0,No,No,53.357912,-6.2612162,2.034,1.653,1.653,2.272,9.983,Ringsend,3.769,D01,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,18.983050847457626
Semi-D,3.0,3.0,92.0,Unknown,450000.0,No,No,53.4465633,-6.2435671,15.872,13.312,13.685,16.646,7.186,Ringsend,16.872,K67,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,4.444444444444445
Semi-D,4.0,2.0,117.0,C3,650000.0,No,No,53.2848165,-6.289414799999999,11.5,9.243,9.767,9.877,29.08,Sandymount Strand,10.058,D16,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,8.461538461538462
Apartment,2.0,2.0,68.0,Unknown,275000.0,No,No,53.4063849,-6.294153199999999,15.2,8.595,9.973,10.588,5.491,Ringsend,16.199,D11,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,5.454545454545454
Semi-D,3.0,1.0,92.0,Unknown,365000.0,No,No,53.2793504,-6.3640791,34.56,13.065,13.19,16.619,26.819,Ringsend,12.956,D24,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,17.80821917808219
Terrace,3.0,1.0,95.0,Unknown,595000.0,No,No,53.3690703,-6.2561559,3.165,2.929,2.937,3.703,8.268,Clontarf Seafront,4.548,D09,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,5.042016806722689
Apartment,2.0,2.0,71.0,B3,385000.0,No,No,53.35689259999999,-6.234432,2.422,1.957,2.251,2.302,14.338,Clontarf Seafront,3.34,D03,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,5.194805194805195
End of Terrace,2.0,2.0,72.0,C1,295000.0,No,No,53.36419069999999,-6.243352600000001,2.189,2.224,2.236,2.353,9.321,Clontarf Seafront,3.572,D03,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,19.322033898305087
Terrace,3.0,4.0,140.0,Unknown,525000.0,No,No,53.4064297,-6.1700212,13.701,8.977,9.198,9.757,10.608,Clontarf Seafront,6.967,D13,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,6.666666666666667
Apartment,2.0,1.0,55.0,C1,395000.0,No,No,53.34462389999999,-6.268467999999999,4.726,1.749,1.724,1.811,13.829,Ringsend,5.17,D08,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,3.79746835443038
End of Terrace,3.0,3.0,92.9,Unknown,495000.0,No,No,53.44751979999999,-6.2434077,16.241,13.559,14.184,16.906,7.554,Ringsend,17.241,K67,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,4.040404040404041
Apartment,3.0,2.0,104.0,Unknown,575000.0,No,No,53.2466174,-6.1838731,14.457,14.483,15.184,18.507,37.449,Killiney Beach,6.637,D18,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,10.434782608695652
Apartment,2.0,2.0,68.0,C1,430000.0,No,No,53.29230279999999,-6.1939679,9.634,8.971,9.295,10.459,37.278,Blackrock,2.063,A94,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,15.455813953488374
Apartment,2.0,2.0,78.0,B3,375000.0,No,No,53.4194958,-6.1522199,15.812,11.172,11.331,11.856,10.823,Howth Head,8.171,D13,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,6.666666666666667
Semi-D,6.0,4.0,338.0,Unknown,4250000.0,No,No,53.3255461,-6.2389291,3.556,3.551,3.716,4.385,18.491,Ringsend,2.654,D04,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,0.0
Terrace,3.0,3.0,78.0,D1,349000.0,No,No,53.4175522,-6.388113799999999,23.641,13.848,16.328,18.007,9.571,Ringsend,24.641,D15,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,7.4498567335243555
Terrace,3.0,3.0,78.0,D1,349000.0,Yes,No,53.4175522,-6.388113799999999,23.641,13.848,16.328,18.007,9.571,Ringsend,24.641,D15,-0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213,7.4498567335243555
Semi-D,3.0,1.0,82.0,D2,395000.0,No,No,53.3968833,-6.1516685,14.807,9.661,11.861,9.227,11.714,Howth Head,7.019,D13,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,12.658227848101266
Terrace,2.0,2.0,75.0,E1,395000.0,No,No,53.360444,-6.2884841,3.883,3.614,4.467,4.366,12.199,Ringsend,5.785,D07,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,17.72151898734177
Semi-D,4.0,2.0,127.0,D2,725000.0,No,No,53.3045112,-6.3190686,9.177,8.281,8.287,9.607,26.84,Ringsend,8.463,D6W,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,8.96551724137931
Terrace,3.0,2.0,86.0,D1,450000.0,No,No,53.3277565,-6.2983685,6.437,4.945,4.918,6.329,25.4,Ringsend,5.723,D12,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,20.555555555555554
Apartment,2.0,2.0,78.0,B2,339000.0,No,No,53.3763022,-6.3316081,8.146,7.273,7.287,8.457,15.408,Clontarf Seafront,10.7,D15,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,10.619469026548673
Semi-D,3.0,3.0,113.0,Unknown,420000.0,No,No,53.3434338,-6.3821108,26.292,11.133,10.253,11.88,18.552,Blackrock,26.65,D22,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,15.476190476190476
Apartment,1.0,1.0,43.0,D2,295000.0,No,No,53.3153729,-6.2964636,7.139,6.037,6.225,6.386,28.319,Ringsend,6.425,D12,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,2.3728813559322033
Detached,4.0,3.0,301.0,C3,895000.0,No,No,53.2387948,-6.3729824,40.442,17.603,18.036,27.743,32.702,Ringsend,18.084,D24,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,-13.798882681564246
Terrace,2.0,1.0,63.2,Unknown,345000.0,No,No,53.3563671,-6.2524579,1.434,1.463,1.469,1.463,10.089,Ringsend,3.223,D01,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,1.4492753623188406
Apartment,2.0,2.0,77.0,C2,295000.0,No,No,53.389335,-6.4283021,26.45,14.722,15.369,18.542,18.709,Ringsend,27.449,D15,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,13.559322033898304
Apartment,2.0,2.0,80.0,B2,260000.0,No,No,53.2970914,-6.494646599999999,38.337,19.25,20.393,22.652,30.596,Blackrock,30.541,D22,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,18.846153846153847
Apartment,2.0,2.0,58.4,B3,450000.0,No,No,53.29954499999999,-6.1769972,9.387,8.051,8.92,9.023,22.007,Blackrock,1.341,A94,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,8.88888888888889
Semi-D,4.0,2.0,150.0,D2,850000.0,No,No,53.36550709999999,-6.207791299999999,4.485,4.382,4.52,4.741,10.466,Clontarf Seafront,1.654,D03,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,30.58823529411765
Terrace,2.0,2.0,68.7,B2,315000.0,No,No,53.26888599999999,-6.3709004,36.706,14.228,14.283,18.6,28.965,Ringsend,15.102,D24,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,25.396825396825395
Detached,4.0,3.0,237.0,C2,890000.0,No,No,53.35161489999999,-6.4495466,27.823,15.806,14.779,14.772,20.082,Ringsend,28.822,K78,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,15.168539325842698
Apartment,2.0,1.0,63.6,C1,520000.0,No,No,53.5813901,-6.1092594,32.809,30.655,32.029,31.133,25.922,Ringsend,33.809,K34,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,-0.9615384615384616
End of Terrace,2.0,2.0,88.3,E2,375000.0,No,No,53.3186439,-6.3382119,10.064,7.953,8.333,9.441,22.87,Ringsend,9.35,D12,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,33.06666666666666
Semi-D,3.0,4.0,99.0,C2,595000.0,No,No,53.3624143,-6.299012599999999,5.13,4.541,4.979,4.747,11.748,Ringsend,7.032,D07,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,20.504201680672267
Apartment,1.0,1.0,47.0,D1,170000.0,No,No,53.33708919999999,-6.379388199999999,27.4,9.881,10.112,9.796,19.66,Ringsend,12.289,D10,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,0.0
Terrace,2.0,1.0,78.0,C1,300000.0,No,No,53.40094819999999,-6.4401651,26.463,16.94,17.267,17.964,18.723,Ringsend,27.463,D15,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,10.333333333333334
Detached,4.0,2.0,201.0,G,1700000.0,No,No,53.3006296,-6.2725826,9.412,7.107,7.566,8.048,29.468,Sandymount Strand,7.97,D14,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,-2.941176470588235
Detached,3.0,3.0,85.0,C3,450000.0,No,No,53.3214949,-6.314768,7.656,6.309,6.308,6.696,24.45,Ringsend,6.942,D12,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,3.3333333333333335
Semi-D,3.0,2.0,127.0,Unknown,480000.0,No,No,53.3898051,-6.2847965,7.052,6.314,6.92,7.48,8.135,Clontarf Seafront,8.018,D11,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,5.208333333333334
Apartment,2.0,1.0,55.0,D2,495000.0,No,No,53.3234181,-6.2347335,4.738,3.794,3.767,5.038,19.194,Sandymount Strand,3.155,D04,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,7.474747474747474
End of Terrace,3.0,3.0,90.0,C1,459000.0,No,No,53.3501373,-6.4271194,27.357,13.743,13.82,14.5,19.616,Ringsend,28.357,K78,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,15.468409586056644
Apartment,3.0,3.0,121.0,C3,735000.0,No,No,53.3201713,-6.2142196,6.02,4.672,5.197,5.789,18.641,Sandymount Strand,1.443,D04,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,2.0408163265306123
Apartment,1.0,1.0,50.0,Unknown,275000.0,No,No,53.3668267,-6.2483286,2.916,2.629,2.642,2.758,8.526,Clontarf Seafront,4.299,D03,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,25.454545454545453
Semi-D,4.0,1.0,161.0,Unknown,845000.0,No,No,53.2723473,-6.2595271,11.46,11.116,13.174,11.855,33.61,Blackrock,8.552,D16,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,8.165680473372781
Semi-D,1.0,1.0,36.0,G,375000.0,No,No,53.3973863,-6.1272889,12.068,11.244,12.149,12.157,13.37,Howth Head,5.024,D13,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,2.666666666666667
Semi-D,2.0,1.0,55.0,E2,495000.0,No,No,53.3346132,-6.2734632,5.154,3.184,3.991,3.367,14.571,Ringsend,4.398,D08,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,13.535353535353536
Apartment,2.0,1.0,68.0,B3,495000.0,No,No,53.308979,-6.252638,6.446,5.404,6.187,5.907,30.831,Ringsend,5.732,D06,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,14.14141414141414
Terrace,3.0,2.0,84.0,Unknown,250000.0,No,No,53.2849322,-6.404764999999999,34.711,15.077,16.208,16.796,26.97,Ringsend,15.695,D24,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,20.0
Apartment,1.0,1.0,35.0,D2,225000.0,No,No,53.3356521,-6.2885355,5.779,3.812,3.78,4.092,23.622,Ringsend,5.738,D08,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,0.0
Semi-D,4.0,2.0,133.0,F,795000.0,No,No,53.4465482,-6.1372227,21.048,15.899,18.757,19.429,13.484,Howth Head,11.759,K36,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,6.918238993710692
Apartment,2.0,1.0,70.0,D1,425000.0,No,No,53.276233,-6.120521999999999,14.337,13.245,14.194,14.492,44.148,Dalkey,2.436,A96,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,0.4705882352941176
Apartment,2.0,1.0,60.0,D1,250000.0,No,No,53.3880219,-6.3939847,22.483,11.943,12.525,13.075,14.743,Ringsend,23.483,D15,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,-4.0
Apartment,2.0,2.0,86.0,Unknown,427500.0,No,No,53.3526598,-6.2546892,1.245,0.728,0.865,0.712,10.276,Ringsend,2.981,D01,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,0.0
Terrace,2.0,1.0,50.0,Unknown,295000.0,No,No,53.3196536,-6.379763199999999,28.878,10.869,10.629,11.312,21.138,Blackrock,21.116,D22,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,22.033898305084744
Apartment,1.0,1.0,64.2,D2,350000.0,No,No,53.351819,-6.264150799999999,2.503,1.571,2.135,1.825,10.33,Ringsend,4.239,D01,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,0.0
Semi-D,3.0,2.0,129.0,C1,780000.0,No,No,53.2839727,-6.2707656,12.52,9.558,10.479,10.786,30.34,Blackrock,9.613,D16,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,-1.282051282051282
Apartment,1.0,1.0,51.1,Unknown,325000.0,No,No,53.4388701,-6.154939799999999,17.853,13.286,13.445,17.05,12.052,Howth Head,10.831,K36,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,1.5384615384615385
Semi-D,2.0,1.0,57.0,D1,595000.0,No,No,53.293097,-6.1568441,10.538,10.067,10.191,10.716,23.158,Monkstown,0.396,A94,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,0.8403361344537815
Duplex,4.0,2.0,116.0,C3,835000.0,No,No,53.3039295,-6.1869556,8.263,7.426,7.916,9.356,20.883,Blackrock,0.874,A94,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,5.7604790419161676
Apartment,1.0,1.0,46.0,C3,235000.0,No,No,53.4040577,-6.179321,12.924,8.246,8.709,9.176,9.831,Clontarf Seafront,6.19,D17,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,2.127659574468085
Semi-D,4.0,3.0,125.0,D2,450000.0,No,No,53.351116,-6.4530065,28.225,15.973,15.222,15.295,20.485,Ringsend,29.225,K78,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,6.888888888888889
Detached,3.0,3.0,103.0,C1,895000.0,No,No,53.33323739999999,-6.2415825,2.683,2.487,2.715,4.595,18.019,Ringsend,1.781,D04,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,8.379888268156424
Duplex,3.0,3.0,131.0,A2,675000.0,No,No,53.27348749999999,-6.136541800000001,13.916,12.798,13.693,15.787,43.837,Dún Laoghaire,3.156,A96,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,3.7037037037037033
Terrace,3.0,3.0,110.0,A3,475000.0,No,No,53.4745801,-6.2403556,21.906,16.238,17.232,22.296,13.425,Howth Head,18.805,K67,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,2.1052631578947367
Apartment,1.0,1.0,50.0,C3,270000.0,No,No,53.4890103,-6.159379899999999,21.981,20.578,21.053,19.847,15.093,Ringsend,22.98,K36,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,-2.31
Semi-D,5.0,3.0,185.0,B3,795000.0,No,No,53.2729856,-6.3248716,34.782,11.849,12.54,12.708,27.042,Blackrock,15.373,D16,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,10.062893081761008
Terrace,3.0,1.0,83.0,E1,435000.0,No,No,53.35561939999999,-6.3718277,24.418,9.617,8.89,9.19,16.677,Blackrock,24.776,D20,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,11.03448275862069
Semi-D,3.0,2.0,99.0,C3,785000.0,No,No,53.30910739999999,-6.2055554,7.446,7.139,7.362,8.094,21.267,Blackrock,3.684,A94,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,7.643312101910828
Apartment,2.0,2.0,67.0,D1,325000.0,No,No,53.3688926,-6.3734205,11.044,9.853,9.843,11.422,15.806,Ringsend,24.546,D15,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,2.307692307692308
Semi-D,3.0,2.0,115.0,C1,595000.0,No,No,53.3154625,-6.308046000000001,7.814,6.498,6.911,8.208,24.971,Ringsend,7.1,D12,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,17.647058823529413
Terrace,2.0,1.0,62.4,E1,295000.0,No,No,53.3532616,-6.2325466,1.57,1.39,1.395,1.489,14.191,Clontarf Seafront,3.765,D03,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,7.118644067796611
Semi-D,3.0,2.0,92.0,D2,495000.0,No,No,53.3698056,-6.3271373,6.908,6.432,7.035,8.64,15.36,Clontarf Seafront,9.872,D07,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,13.131313131313133
Terrace,2.0,2.0,82.0,C1,525000.0,No,No,53.3251421,-6.2746916,5.174,4.254,4.304,5.002,25.016,Ringsend,4.46,D06,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,8.571428571428571
Apartment,2.0,2.0,74.0,B2,525000.0,No,No,53.3449402,-6.2428782,1.166,0.973,0.962,1.062,15.61,Ringsend,1.457,D02,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,0.9523809523809524
Apartment,2.0,2.0,72.0,B2,410000.0,No,No,53.3722724,-6.3373303,7.49,7.223,8.291,8.732,15.158,Ringsend,23.899,D15,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,12.195121951219512
Terrace,4.0,3.0,113.0,C3,520000.0,No,No,53.3585933,-6.3786656,25.249,10.25,9.516,10.02,17.509,Blackrock,25.608,D20,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,21.153846153846153
Apartment,2.0,2.0,89.0,B3,445000.0,No,No,53.3494365,-6.2394681,1.245,0.55,1.221,0.626,15.245,Ringsend,3.704,D01,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,15.955056179775282
Apartment,2.0,2.0,94.0,Unknown,450000.0,No,No,53.5855231,-6.1356647,35.626,31.538,32.652,31.573,28.739,Ringsend,36.626,K34,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,1.1111111111111112
Terrace,5.0,5.0,230.0,B2,1250000.0,No,No,53.3147159,-6.2517815,5.884,5.37,6.499,6.939,20.481,Sandymount Strand,4.443,D06,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,12.879999999999999
Apartment,1.0,1.0,47.0,D1,275000.0,No,No,53.3482127,-6.3453886,8.665,6.829,6.778,6.86,19.05,Ringsend,9.932,D20,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,16.363636363636363
Semi-D,3.0,3.0,103.0,D1,595000.0,No,No,53.2729481,-6.3279836,34.599,11.896,12.309,12.533,26.859,Blackrock,15.19,D16,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,6.050420168067227
Apartment,2.0,1.0,53.0,C2,285000.0,No,No,53.3456644,-6.2835109,4.806,2.75,2.939,2.959,13.635,Ringsend,5.291,D08,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,9.473684210526317
Detached,5.0,4.0,191.0,A2,1050000.0,No,No,53.27038109999999,-6.2268006,11.037,10.483,10.607,11.09,34.194,Blackrock,7.418,D18,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,7.6190476190476195
Apartment,2.0,2.0,70.0,C1,395000.0,No,No,53.4182844,-6.1469947,16.248,11.608,14.664,12.011,11.258,Howth Head,7.685,D13,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,8.860759493670885
Apartment,2.0,1.0,52.0,C3,345000.0,No,No,53.3507443,-6.2507478,0.754,0.33,0.379,0.33,15.969,Ringsend,2.622,D01,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,-2.898550724637681
Apartment,2.0,2.0,74.0,B3,275000.0,No,No,53.3811113,-6.2890342,5.424,5.215,5.451,6.032,9.374,Ringsend,7.422,D11,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,12.727272727272727
Semi-D,4.0,3.0,111.0,C1,595000.0,No,No,53.3980281,-6.132626500000001,16.086,10.95,11.802,10.708,12.993,Howth Head,5.493,D13,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,18.823529411764707
Semi-D,3.0,3.0,98.0,C1,535000.0,No,No,53.2079956,-6.123950499999999,20.412,20.179,20.224,26.143,44.133,Killiney Beach,6.153,A98,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,9.345794392523365
Terrace,4.0,3.0,132.0,C1,455000.0,No,No,53.4064572,-6.170525899999999,13.666,9.015,9.196,9.756,10.573,Clontarf Seafront,6.932,D13,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,5.714285714285714
Terrace,3.0,2.0,107.0,B2,1100000.0,No,No,53.3234465,-6.2522318,4.365,3.567,4.588,4.382,19.473,Ringsend,3.651,D06,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,11.363636363636363
Semi-D,3.0,1.0,103.8,F,525000.0,No,No,53.5701137,-6.1058974,31.975,29.647,30.188,32.445,25.088,Ringsend,32.974,K34,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,1.9047619047619049
Terrace,3.0,3.0,123.0,A2,695000.0,No,No,53.291028,-6.195586,8.701,8.58,8.79,9.377,36.692,Blackrock,2.585,A94,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,33.093525179856115
Semi-D,4.0,3.0,115.0,C2,475000.0,No,No,53.38474710000001,-6.4167662,25.595,13.653,14.124,14.994,17.855,Ringsend,26.595,D15,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,3.8947368421052633
