Address,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price
"3 Church Park Dr, Mount Argus, Dublin 6w, Dublin",Semi-D,4,3,116.0 m²,C1,—,24/09/2025,"€685,000","€814,099"
"20 Montrose Crescent, Artane, Dublin 5, Dublin 5, Dublin",Semi-D,3,1,115.0 m²,E2,—,24/09/2025,"€595,000","€650,000"
"752a Virginia Heights, Tallaght, Dublin 24, Dublin 24, Dublin",End of Terrace,3,3,97.0 m²,B3,—,24/09/2025,"€395,000","€440,000"
"106 Kincora Ave, Clontarf, Dublin 3, Dublin 3, Dublin",Semi-D,4,2,151.0 m²,E1,—,24/09/2025,"€825,000","€905,000"
"31 Tamarisk Ave, Kilnamanagh, Dublin 24, Dublin 24, Dublin",Semi-D,3,1,90.0 m²,D2,—,24/09/2025,"€385,000","€421,000"
"5 Limelawn Wood, Clonsilla, Dublin 15, Dublin 15, Dublin",Semi-D,4,3,128.0 m²,—,—,24/09/2025,"€475,000","€520,000"
"19 Kincora Ave, Clontarf, Dublin 3, Dublin 3, Dublin",Semi-D,6,4,214.2 m²,B3,—,24/09/2025,"€1,300,000","€1,470,000"
"9 Homelawn Rd, Tallaght, Dublin 24, Dublin 24, Dublin",Terrace,3,2,85.0 m²,—,—,24/09/2025,"€335,000","€412,000"
"8 The Elms, Grove House, Milltown Dublin 6, Dublin 6, Dublin",Apartment,2,2,94.0 m²,C2,—,24/09/2025,"€625,000","€680,000"
"13 Bayside Boulevard South, Sutton, Dublin 13, Dublin 13, Dublin",End of Terrace,3,1,81.6 m²,E2,—,24/09/2025,"€525,000","€580,000"
"70 Hazelwood Park, Artane, Dublin 5, Dublin 5, Dublin",End of Terrace,4,2,149.0 m²,D1,—,24/09/2025,"€580,000","€595,000"
"7 Rathdown Hall, Glenageary, Dublin, Dublin",Apartment,1,1,45.0 m²,E1,—,24/09/2025,"€270,000","€290,000"
"Apt 3, Hanover Quarter, Hanover Quay Dublin 2, Dublin 2, Dublin",Apartment,1,1,62.0 m²,B2,—,24/09/2025,"€375,000","€451,000"
"9 Bolton Square, Lower Dominick Street, Dublin, Dublin 1, Dublin",Apartment,1,1,30.0 m²,B1,—,24/09/2025,"€235,000","€250,000"
"25 The Garth, Kingswood Heights, Tallaght, Dublin",Detached,3,2,85.0 m²,—,—,24/09/2025,"€395,000","€477,000"
"23 Connaught Parade, Phibsbouragh, Dublin 7, Dublin 7, Dublin",House,2,1,53.0 m²,G,—,24/09/2025,"€295,000","€395,000"
"12 Brookfield Ave, Blackrock, Dublin, Dublin",Semi-D,2,1,110.0 m²,D1,—,24/09/2025,"€650,000","€485,000"
"2 Sandyford Hall Crescent, Sandyford, Dublin 18, Dublin 18, Dublin",Semi-D,3,2,87.0 m²,—,—,24/09/2025,"€625,000","€715,500"
"72 Llewellyn Grove, Rathfarnham, Dublin 16, Dublin 16, Dublin",Semi-D,4,1,95.0 m²,D2,—,24/09/2025,"€595,000","€670,000"
"10 Broadfield Close, Rathcoole, Dublin, Dublin 24, Dublin",Duplex,3,2,87.3 m²,C2,—,24/09/2025,"€295,000","€340,000"
"30 Oranmore Rd, Ballyfermot, Dublin 10, Dublin 10, Dublin",Terrace,2,1,75.0 m²,—,—,24/09/2025,"€290,000","€375,000"
"73 Jamestown Rd, Finglas, Dublin 11, Dublin 11, Dublin",Terrace,3,2,100.0 m²,—,—,24/09/2025,"€349,000","€431,000"
"50 Thornhill Oaks, Cherry Garth, Mount Merrion, Dublin",Semi-D,4,3,165.0 m²,A2,—,24/09/2025,"€1,395,000","€1,500,000"
"Apt 28 House 1, Linden Square, Grove Avenue, Dublin",Apartment,2,2,130.0 m²,—,—,24/09/2025,"€740,000","€810,000"
"Apartment No. 3, 53 Church Street, Harbour Road, Dublin",Apartment,2,2,109.0 m²,—,—,24/09/2025,"€595,000","€600,000"
"17 Eaton Square, Terenure, Dublin 6w, Dublin",Terrace,4,3,225.0 m²,D1,—,24/09/2025,"€1,450,000","€1,500,000"
"9 Stralem Mews, Ongar Wood, Dublin 15, Dublin 15, Dublin",House,3,2,105.0 m²,B3,—,24/09/2025,"€350,000","€390,000"
"7 Morehampton Road, Dublin 4, Dublin 4, Dublin",Terrace,4,2,278.0 m²,—,—,24/09/2025,"€2,350,000","€2,188,000"
"9 Stralem Mews, Ongar Wood, Dublin 15, Dublin 15, Dublin",House,3,2,105.0 m²,B3,—,24/09/2025,"€350,000","€390,000"
"7 Morehampton Road, Dublin 4, Dublin 4, Dublin",Terrace,4,2,278.0 m²,—,—,24/09/2025,"€2,350,000","€2,188,000"
"2 Lanesborough Gardens, St Margarets, Charlestown Dublin 11, Dublin 11, Dublin",Terrace,3,3,86.0 m²,—,—,24/09/2025,"€375,000","€434,000"
"3 Elder Heath Walk, Elder Heath, Kiltipper Road, Dublin 24, Dublin",Terrace,3,3,100.0 m²,—,—,24/09/2025,"€425,000","€455,000"
"28 Ellensborough Downs, Kiltipper Rd, Tallaght Dublin 24, Dublin 24, Dublin",Semi-D,3,3,117.0 m²,—,—,24/09/2025,"€450,000","€522,000"
"49 The Rise, Mount Merrion, Blackrock, Dublin",Semi-D,4,1,143.0 m²,C3,—,24/09/2025,"€1,195,000","€1,305,000"
"The Mews, 7 Crofton Terrace, Dun Laoghaire, Dublin 2, Dublin",End of Terrace,3,2,122.0 m²,C2,—,24/09/2025,"€975,000","€975,000"
"167 Cianlea, Swords, Dublin, Dublin",Terrace,4,3,112.0 m²,B3,—,24/09/2025,"€475,000","€496,000"
"61 The Cedar, Parkview, Stepaside Dublin 18, Dublin 18, Dublin",Apartment,2,2,85.0 m²,B3,—,24/09/2025,"€394,950","€412,000"
"18 Grangemore Ave, Donaghmede, Dublin 13, Dublin 13, Dublin",Semi-D,3,1,92.5 m²,D1,—,25/09/2025,"€445,000","€521,000"
"16 Marino Park Ave, Fairview, Dublin 3, Dublin 3, Dublin",Property,3,1,—,D2,—,25/09/2025,"€525,000","€580,000"
"14 The Oval, Tullyvale, Cabinteely Dublin 18, Dublin 18, Dublin",Apartment,1,1,43.0 m²,—,—,25/09/2025,"€269,000","€319,000"
"33 North Avenue, Mount Merrion, Blackrock, Dublin",Semi-D,4,3,336.5 m²,B2,—,25/09/2025,"€1,750,000","€2,365,000"
"11 Rathmore Park, Raheny, Dublin 5, Dublin 5, Dublin",Terrace,3,1,108.0 m²,D1,—,25/09/2025,"€520,000","€590,000"
"13 Dunseverick Road, Clontarf, Dublin 3, Dublin 3, Dublin",Semi-D,4,2,158.0 m²,B2,—,25/09/2025,"€1,200,000","€1,400,000"
"15 Sallynoggin Park, Dun Laoghaire, Dublin, Dublin",Semi-D,3,2,94.0 m²,E1,—,25/09/2025,"€545,000","€595,000"
"6 Leeson Court, Leeson Street Upper, Dublin 4, Dublin 4, Dublin",Apartment,3,2,106.3 m²,D1,—,25/09/2025,"€775,000","€815,000"
"39a Brookdale Dr, Rivervalley, Swords, Dublin",Semi-D,3,2,86.2 m²,C3,—,25/09/2025,"€425,000","€415,000"
"142 Kilgobbin Woods, Castlecourt, Sandyford Dublin 18, Dublin 18, Dublin",Apartment,2,2,65.0 m²,C1,—,25/09/2025,"€395,000","€447,000"
"14 Glendown Lawn, Templeogue, Dublin 6w, Dublin",Semi-D,5,3,176.0 m²,D1,—,25/09/2025,"€850,000","€927,000"
"71 Caledon Road, East Wall, Dublin 3, Dublin 3, Dublin",Semi-D,2,2,78.0 m²,C3,—,25/09/2025,"€410,000","€448,000"
"48 Lanesborough Dr, Finglas, Dublin 11, Dublin 11, Dublin",Semi-D,3,2,85.0 m²,—,—,25/09/2025,"€399,000","€442,000"
"8 Taylor Hill Grange, Balbriggan, Co.dublin, Dublin",Terrace,2,2,89.0 m²,A3,—,25/09/2025,"€370,000","€375,000"
"27 Landsdowne Park, Knocklyon, Dublin 16, Dublin 16, Dublin",Semi-D,5,2,156.0 m²,E1,—,25/09/2025,"€795,000","€851,000"
"33 Birch House, Silverbanks, Baldoyle, Dublin 13, Dublin",Apartment,1,1,55.0 m²,—,—,25/09/2025,"€295,000","€300,000"
"52 Caledon Rd, East Wall, Dublin 3, Dublin 3, Dublin",Terrace,2,1,54.0 m²,E1,—,25/09/2025,"€345,000","€435,000"
"8 Oak Park Drive, Santry, Dublin 9, Dublin 9, Dublin",End of Terrace,1,1,43.0 m²,D1,—,25/09/2025,"€345,000","€345,000"
"72 Collegefort, Castleknock, Dublin 15, Dublin 15, Dublin",Duplex,3,3,99.0 m²,C1,—,25/09/2025,"€445,000","€439,065"
"52 St Anne's Avenue, Raheny, Dublin 5, Dublin 5, Dublin",Semi-D,3,2,109.0 m²,D2,—,25/09/2025,"€645,000","€750,000"
"41 Oatfield Avenue, Neilstown, Clondalkin, Dublin 22, Dublin",Semi-D,3,1,88.0 m²,E2,—,25/09/2025,"€290,000","€342,000"
"61 Raheny Park, Raheny, Dublin 5, Dublin 5, Dublin",Semi-D,3,2,116.0 m²,—,—,25/09/2025,"€770,000","€800,000"
"48 Glen Ellan Green, Swords, Dublin, Dublin",Semi-D,4,3,113.3 m²,C1,—,25/09/2025,"€575,000","€570,000"
"17 Linden, 31 33 Merrion Rd, Ballsbridge Dublin 4, Dublin 4, Dublin",Apartment,2,2,95.0 m²,C2,—,25/09/2025,"€975,000","€960,000"
"102 Bettyglen, Howth Rd, Raheny Dublin 5, Dublin 5, Dublin",Semi-D,4,3,192.0 m²,—,—,25/09/2025,"€895,000","€1,040,000"
"14 Corbawn Grove, Shankill, Dublin, Dublin 18, Dublin",Detached,4,1,113.0 m²,F,—,25/09/2025,"€695,000","€720,000"
"16 Barnewall Drive, Beaverstown Road, Donabate, Dublin",Semi-D,3,2,83.0 m²,D1,—,25/09/2025,"€395,000","€432,000"
"95 Patrician Villas, Stillorgan, Co Dublin, Dublin",End of Terrace,3,2,87.0 m²,E2,—,25/09/2025,"€585,000","€650,000"
"5 Poole Terrace, Cork St, Dublin 8, Dublin 8, Dublin",Terrace,3,1,58.0 m²,E2,—,25/09/2025,"€340,000","€370,000"
"13 Redesdale Rd, Mount Merrion, Dublin, Dublin",Bungalow,3,1,124.0 m²,C3,—,25/09/2025,"€845,000","€850,000"
"Apt 2 Auburn, 118 Howth Road, Clontarf, Dublin 3, Dublin",Apartment,2,2,97.0 m²,C1,—,25/09/2025,"€445,000","€445,000"
"32 Oakley Rd, Ranelagh, Dublin 6, Dublin 6, Dublin",Semi-D,4,2,223.0 m²,—,—,25/09/2025,"€2,450,000","€2,250,000"
"130 Grace Park Heights, Drumcondra, Dublin 9, Dublin 9, Dublin",Semi-D,3,1,102.0 m²,—,—,25/09/2025,"€499,995","€579,000"
"5 Cecil Avenue, Clontarf, Dublin 3, Dublin 3, Dublin",End of Terrace,2,2,72.0 m²,E2,—,25/09/2025,"€525,000","€545,000"
"8 Rowan House, Silverbanks, Baldoyle, Dublin 13, Dublin",Apartment,2,2,81.0 m²,A3,—,25/09/2025,"€460,000","€460,000"
"80 Meadow Park, Churchtown, Dublin 14, Dublin 14, Dublin",Semi-D,3,2,95.0 m²,D2,—,25/09/2025,"€595,000","€610,000"
"3 Abbey Green, The Baskins, Kinsealy, Dublin",Semi-D,3,3,128.0 m²,—,—,25/09/2025,"€675,000","€590,308"
"40 Rose Park, Kill Avenue, Dun Laoghaire, Dublin",Semi-D,3,2,184.0 m²,C1,—,25/09/2025,"€875,000","€955,000"
"7 Stocking Wood Walk, Stocking Avenue, Rathfarnham, Dublin 16, Dublin",Semi-D,5,4,170.0 m²,B1,—,25/09/2025,"€695,000","€705,000"
"236 The Camden, Charlotte Quay, Dock Dublin 4, Dublin 15, Dublin",Apartment,2,2,64.0 m²,B2,—,25/09/2025,"€495,000","€565,000"
"484 Griffith Ave, Glasnevin, Dublin 11, Dublin 11, Dublin",Semi-D,4,2,126.0 m²,E2,—,25/09/2025,"€725,000","€725,000"
"7 Stocking Wood Walk, Stocking Avenue, Rathfarnham, Dublin 16, Dublin",Semi-D,5,4,170.0 m²,B1,—,25/09/2025,"€695,000","€705,000"
"236 The Camden, Charlotte Quay, Dock Dublin 4, Dublin 15, Dublin",Apartment,2,2,64.0 m²,B2,—,25/09/2025,"€495,000","€565,000"
"21 Ceol Na Mara, Main St Lower, Rush, Dublin",Apartment,2,1,67.0 m²,C1,—,26/09/2025,"€230,000","€305,000"
"85 Churchwell Rd, Belmayne, Dublin 13, Dublin 13, Dublin",Duplex,3,3,112.0 m²,—,—,26/09/2025,"€400,000","€418,500"
"10 West House, 60 Francis St, Dublin 8, Dublin 15, Dublin",Apartment,1,1,37.0 m²,D1,—,26/09/2025,"€229,000","€307,000"
"61 Castleknock Ave, Laurel Lodge, Castleknock Dublin 15, Dublin 15, Dublin",Detached,3,2,109.0 m²,C2,—,26/09/2025,"€695,000","€765,500"
"87 Sarsfield Park, Lucan, Dublin, Dublin",End of Terrace,3,1,74.0 m²,D1,—,26/09/2025,"€385,000","€435,000"
"289 Collins Park, Dublin 9, Dublin, Dublin 9, Dublin",Semi-D,3,1,95.0 m²,E1,—,26/09/2025,"€525,000","€533,000"
"102 Merrion Grove, Stillorgan Rd, Mount Merrion, Dublin",Apartment,1,1,55.0 m²,—,—,26/09/2025,"€375,000","€399,000"
"66 Casement Park, Finglas, Dublin 11, Dublin 11, Dublin",End of Terrace,3,1,81.0 m²,—,—,26/09/2025,"€275,000","€295,000"
"2 Nutley Sq, Greenfield Park, Dublin 4, Dublin 4, Dublin",Terrace,2,1,62.0 m²,—,—,26/09/2025,"€525,000","€615,000"
"119 Griffith Hall, Glandore Rd, Drumcondra Dublin 9, Dublin 9, Dublin",Apartment,1,1,40.0 m²,E1,—,26/09/2025,"€275,000","€300,000"
"22 Ashpark Court, Lucan, Dublin, Dublin",Terrace,3,3,110.0 m²,C1,—,26/09/2025,"€420,000","€446,000"
"13 Oldbridge Park, Lucan, Dublin, Dublin",Semi-D,3,3,100.0 m²,—,—,26/09/2025,"€430,000","€470,000"
"37 Stillorgan Heath, Stillorgan, Co Dublin, Dublin",Detached,4,3,140.0 m²,D1,—,26/09/2025,"€995,000","€950,000"
"19 Ratra Pk, Dublin 7, Dublin, Dublin 7, Dublin",Terrace,3,2,98.5 m²,D1,—,26/09/2025,"€495,000","€520,000"
"7 Carrickmount Dr, Rathfarnham, Dublin 14, Dublin 14, Dublin",Semi-D,3,1,72.0 m²,—,—,26/09/2025,"€475,000","€574,500"
"9 Castleland Park Avenue, Balbriggan, Co Dublin, Dublin",Semi-D,3,3,127.0 m²,B2,—,26/09/2025,"€495,000","€503,000"
"9 The Cedar, Park View, Stepaside Dublin 18, Dublin 18, Dublin",Apartment,1,1,44.0 m²,—,—,26/09/2025,"€290,000","€315,000"
"19 Oak Lawn, Castleknock, Dublin 15, Dublin 15, Dublin",Detached,4,3,155.0 m²,E2,—,26/09/2025,"€1,100,000","€1,050,000"
"24 Belmont Avenue, Donnybrook, Dublin 4, Dublin 4, Dublin",Terrace,5,3,200.0 m²,D2,—,26/09/2025,"€1,650,000","€2,040,000"
"47 Moylaragh Rise, Balbriggan, Dublin, Dublin",Terrace,2,2,75.0 m²,C1,—,26/09/2025,"€210,000","€245,000"
"29 Beechfield Way, Clonsilla, Dublin 15, Dublin 15, Dublin",Terrace,2,1,75.0 m²,C1,—,26/09/2025,"€325,000","€395,000"
"36 Kilmainham Sq, Inchicore Rd, Dublin 8, Dublin 8, Dublin",Apartment,2,2,80.6 m²,C1,—,26/09/2025,"€425,000","€509,000"
"62 Stillorgan Wood, Stillorgan, Dublin 18, Dublin",Detached,4,3,140.0 m²,E2,—,26/09/2025,"€795,000","€875,000"
"36 Kilmainham Sq, Inchicore Rd, Dublin 8, Dublin 8, Dublin",Apartment,2,2,80.6 m²,C1,—,26/09/2025,"€425,000","€509,000"
"62 Stillorgan Wood, Stillorgan, Dublin 18, Dublin",Detached,4,3,140.0 m²,E2,—,26/09/2025,"€795,000","€875,000"
"126 Cashel Ave, Crumlin, Dublin 12, Dublin 12, Dublin",Terrace,3,1,92.0 m²,—,—,26/09/2025,"€525,000","€552,000"
"26 Bow Bridge House, Kilmainham, Dublin 8, Dublin 8, Dublin",Apartment,2,1,55.0 m²,C2,—,26/09/2025,"€295,000","€365,000"
"308 Galloping Green, Stillorgan, Dublin, Dublin",Apartment,3,3,93.0 m²,C2,—,26/09/2025,"€545,000","€562,000"
"61 St Samsons Sq, Balgriffin, Dublin 13, Dublin 13, Dublin",Townhouse,3,3,105.0 m²,—,—,26/09/2025,"€425,000","€438,000"
"9 Foxborough Downs, Lucan, Co Dublin, Dublin",Semi-D,4,3,119.0 m²,D1,—,26/09/2025,"€395,000","€454,000"
"69 River Vale, Ashtown, Dublin 15, Dublin 15, Dublin",Apartment,1,1,48.0 m²,E2,—,26/09/2025,"€275,000","€311,000"
"16 Brookhaven Park, Blanchardstown, Dublin 15, Dublin 15, Dublin",Semi-D,3,1,94.0 m²,E1,—,26/09/2025,"€375,000","€400,000"
"166 Navan Rd, Dublin 7, Dublin, Dublin 7, Dublin",Semi-D,4,2,161.0 m²,E1,—,26/09/2025,"€695,000","€720,000"
"33 Belmont Sq, Raheny, Dublin 5, Dublin 5, Dublin",Duplex,3,3,104.0 m²,B3,—,26/09/2025,"€410,000","€484,000"
"8 Donnybrook Court, Beaver Row, Donnybrook, Dublin 4, Dublin",Terrace,2,2,78.0 m²,C3,—,26/09/2025,"€575,000","€685,000"
"20 Springlawn Rd, Blanchardstown, Dublin 15, Dublin 15, Dublin",Detached,4,2,105.0 m²,E1,—,26/09/2025,"€550,000","€550,000"
"29 Sycamore Road, Mount Merrion, Co Dublin, Dublin",Semi-D,4,2,158.0 m²,F,—,26/09/2025,"€1,495,000","€1,785,000"
"38 Johnstown Court, Johnstown Rd, Cabinteely Dublin 18, Dublin",Semi-D,4,3,141.0 m²,B3,—,26/09/2025,"€765,000","€815,000"
"30 Kelly's Bay Rocks, Skerries, Co Dublin, Dublin",End of Terrace,3,3,106.0 m²,C3,—,26/09/2025,"€465,000","€460,000"
"10 Marsham Court, Kilmacud Rd Upper, Stillorgan, Dublin",Semi-D,3,3,105.0 m²,C1,—,26/09/2025,"€685,000","€792,000"
"63 Cedarbrook Walk, Cherry Orchard, Dublin 10, Dublin",Apartment,2,2,63.0 m²,C3,—,26/09/2025,"€230,000","€240,000"
"8 Knocklyon Dr, Templeogue, Dublin 16, Dublin 16, Dublin",Semi-D,3,2,101.0 m²,—,—,26/09/2025,"€545,000","€755,000"
"Apt 12, 12 13 Ranelagh Court, Ranelagh Rd, Dublin 6, Dublin",Apartment,1,1,48.0 m²,C1,—,26/09/2025,"€390,000","€470,000"
"3 Lauders Lane, Sutton, Dublin 13, Dublin 13, Dublin",Detached,3,2,145.0 m²,C2,—,26/09/2025,"€775,000","€951,000"
"25 West Road, East Wall, Dublin City, Dublin",Semi-D,3,3,161.2 m²,B3,—,26/09/2025,"€650,000","€750,000"
"15 Kincora Rd, Clontarf, Dublin 3, Dublin 3, Dublin",Detached,5,1,202.0 m²,F,—,29/09/2025,"€1,825,000","€1,825,000"
"4 Hollybank Ave Lower, Ranelagh, Dublin 6, Dublin 6, Dublin",Terrace,2,2,115.0 m²,E2,—,29/09/2025,"€1,050,000","€1,135,000"
"43 Willington Crescent, Templeogue, Dublin 6w, Dublin",Semi-D,3,2,110.0 m²,G,—,29/09/2025,"€595,000","€685,000"
"1 Glencairn Rd, The Gallops, Leopardstown Dublin 18, Dublin 18, Dublin",Semi-D,4,3,133.0 m²,D1,—,29/09/2025,"€795,000","€961,788"
"16 Stonecroft, Shanganagh Rd, Killiney, Dublin",Duplex,3,3,96.0 m²,B3,—,29/09/2025,"€465,000","€500,000"
"30 Levmoss Ave, Levmoss Park, The Gallops, Dublin 18, Dublin",Duplex,4,3,120.0 m²,B2,—,29/09/2025,"€595,000","€612,000"
"7 Foxborough Rise, Lucan, Dublin, Dublin",Semi-D,4,3,153.0 m²,—,—,29/09/2025,"€495,000","€565,000"
"93 Burnell Court, Northern Cross, Malahide Rd Dublin 17, Dublin 17, Dublin",Apartment,2,2,75.0 m²,—,—,29/09/2025,"€295,000","€325,000"
"59 Dromawling Rd, Beaumont, Dublin 9, Dublin 9, Dublin",Semi-D,3,1,103.2 m²,E1,—,29/09/2025,"€540,000","€605,000"
"92 Ratoath Avenue, Finglas, Dublin 11, Dublin 11, Dublin",End of Terrace,3,—,80.0 m²,F,—,29/09/2025,"€329,000","€340,000"
"7 Strand Mews, St Johns Rd, Sandymount Dublin 4, Dublin 4, Dublin",End of Terrace,3,3,97.0 m²,C1,—,29/09/2025,"€795,000","€842,000"
"222 The Island, Martins Row, Chapelizod Dublin 20, Dublin 20, Dublin",Apartment,1,1,54.0 m²,—,—,29/09/2025,"€275,000","€157,500*"
"1 Portview, Thorncastle St, Ringsend, Dublin 4, Dublin",Apartment,3,3,97.0 m²,—,—,29/09/2025,"€240,000","€11,440,000"
"28 Woodbine Park, Raheny, Dublin 5, Dublin 5, Dublin",Semi-D,3,2,135.3 m²,E1,—,29/09/2025,"€495,000","€546,000"
"21 Woodbrook Crescent, Riverwood Rd, Castleknock Dublin 15, Dublin 15, Dublin",Apartment,2,2,78.0 m²,B2,—,29/09/2025,"€335,000","€361,000"
"75 Ridge Hall, Shanganagh Rd, Ballybrack, Dublin",Apartment,2,2,62.0 m²,B3,—,29/09/2025,"€360,000","€395,000"
"17 Oldtown Park, Santry, Dublin 9, Dublin 9, Dublin",Semi-D,3,1,80.0 m²,F,—,29/09/2025,"€465,000","€480,000"
"47 Carriglea Gardens, Kill Ave, Dun Laoghaire, Dublin",Terrace,2,1,65.0 m²,C1,—,29/09/2025,"€495,000","€534,000"
"Apt 313 Block 2, The Elm, Trimblestown, Dublin 14, Dublin",Apartment,2,2,76.0 m²,—,—,29/09/2025,"€625,000","€650,000"
"14 Rowan House, Mespil Estate, Dublin 4, Dublin 4, Dublin",Studio,—,—,31.0 m²,C2,—,29/09/2025,"€265,000","€305,000"
"Apt 5, Glaslyn, Howth Rd Dublin 3, Dublin 3, Dublin",Apartment,2,2,84.0 m²,—,—,29/09/2025,"€425,000","€430,000"
"Apt 12, Parliament Buildings, 38 40 Parliament St Dublin 2, Dublin 15, Dublin",Apartment,1,1,33.6 m²,D2,—,29/09/2025,"€295,000","€310,000"
"Kali House, Mount Merrion Ave, Blackrock, Dublin",Detached,3,2,130.0 m²,C1,—,29/09/2025,"€1,100,000","€1,000,000"
"60 St Lawrence Rd, Clontarf, Dublin 3, Dublin 3, Dublin",Semi-D,5,4,217.0 m²,—,—,29/09/2025,"€1,595,000","€1,640,000"
"18 Hawthorn Park, Swords, Dublin, Dublin",Semi-D,4,3,164.0 m²,B3,—,29/09/2025,"€625,000","€660,000"
"150 Butterfield Ave, Rathfarnham, Dublin 14, Dublin 14, Dublin",Semi-D,5,2,160.0 m²,E2,—,29/09/2025,"€725,000","€815,000"
"5 Glenart Avenue, Blackrock, Co Dublin, Dublin",Semi-D,4,3,247.0 m²,D1,—,29/09/2025,"€1,500,000","€1,900,000"
"109 Raithlin House, Customs Hse Square, Ifsc, Dublin",Apartment,3,2,90.0 m²,B1,—,29/09/2025,"€645,000","€642,000"
"109 Raithlin House, Customs Hse Square, Ifsc, Dublin",Apartment,3,2,90.0 m²,B1,—,29/09/2025,"€645,000","€642,000"
"Apt 44, Cedar Sq, Ridgewood, Dublin",Apartment,2,2,85.0 m²,C1,—,29/09/2025,"€340,000","€405,000"
"70 Castaheany, Clonee, Dublin 15, Dublin 15, Dublin",Semi-D,4,3,138.0 m²,B2,—,29/09/2025,"€525,000","€540,000"
"19 Carrickfoyle Terrace, Kilmainham, Dublin 8, Dublin 8, Dublin",Bungalow,1,1,45.0 m²,C3,—,29/09/2025,"€370,000","€373,000"
"29 Sandymount Rd, Sandymount, Dublin 4, Dublin 4, Dublin",End of Terrace,5,2,443.0 m²,C3,—,29/09/2025,"€2,950,000","€3,150,000"
"36 St Johns Gate, Clondalkin, Dublin 22, Dublin 22, Dublin",Terrace,2,1,74.0 m²,C1,—,29/09/2025,"€340,000","€362,000"
"25 Hanstead Place Finnstown Lucan, Dublin, Dublin",Duplex,2,2,85.0 m²,—,—,29/09/2025,"€325,000","€402,000"
"72 Clarence Mangan Rd, Dublin 8, Dublin, Dublin 8, Dublin",Semi-D,3,2,102.0 m²,D2,—,29/09/2025,"€560,000","€786,000"
"3 Mercer Avenue, Mercer Vale, Cherrywood, Dublin",Terrace,4,3,143.0 m²,A2,—,29/09/2025,"€825,000","€840,000"
"46 Seabury Park, Malahide, Co Dublin, Dublin",Semi-D,3,2,100.3 m²,C2,—,29/09/2025,"€600,000","€600,000"
"16a Knockmore Gardens, Tallaght, Dublin 24, Dublin 24, Dublin",Semi-D,3,1,154.0 m²,D1,—,29/09/2025,"€360,000","€138,000"
"18 Edenmore Green, Raheny, Dublin 5, Dublin 5, Dublin",Terrace,3,1,80.0 m²,—,—,29/09/2025,"€475,000","€486,000"
"13 The Crescent, Grange Manor, Lucan, Dublin",Semi-D,3,3,108.0 m²,—,—,29/09/2025,"€475,000","€515,000"
"3 Highfield Crescent, Swords, Dublin, Dublin",Detached,5,3,191.0 m²,B2,—,29/09/2025,"€750,000","€946,000"
"73 Oakton Park, Ballybrack, Dublin, Dublin",Semi-D,3,1,82.0 m²,C2,—,30/09/2025,"€450,000","€502,000"
"66 Temple Lawns, North Wood, Santry Dublin 9, Dublin 9, Dublin",Apartment,1,1,51.0 m²,B3,—,30/09/2025,"€259,950","€285,000"
"12 The Dale, Citywest Village, Dublin 24, Dublin 24, Dublin",House,3,4,112.0 m²,A3,—,30/09/2025,"€465,000","€506,000"
"6 Church Grove, Aylesbury, Tallaght Dublin 24, Dublin 24, Dublin",Bungalow,2,1,55.0 m²,—,—,30/09/2025,"€325,000","€396,500"
"9 Lombard St West, Dublin 8, Dublin, Dublin 8, Dublin",End of Terrace,2,1,106.0 m²,E2,—,30/09/2025,"€650,000","€751,000"
"19 Bellevue Road, Glenageary, Dublin, Dublin",Semi-D,3,2,153.0 m²,—,—,30/09/2025,"€1,050,000","€1,270,000"
