Address,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price
"28 Springhill Park, Killiney, Dublin, Dublin",Semi-D,3,2,140.0 m²,E2,—,03/07/2025,"€845,000","€842,500"
"79 Marian Rd, Rathfarnham, Dublin 14, Dublin 14, Dublin",Semi-D,4,2,130.0 m²,E1,—,03/07/2025,"€775,000","€855,000"
"112 The Crescent, Park West Pointe, Park West Dublin 12, Dublin 12, Dublin",Apartment,2,2,75.0 m²,—,—,03/07/2025,"€225,000","€254,000"
"Beechgrove, Lower Glenageary Rd, Dublin, Dublin",Semi-D,3,2,265.0 m²,D2,—,03/07/2025,"€1,200,000","€1,200,000"
"7 Killarney St, Dublin 1, Dublin, Dublin 1, Dublin",Terrace,2,2,113.0 m²,C3,—,03/07/2025,"€475,000","€475,000"
"29 Penrose St, Ringsend, Dublin 4, Dublin 4, Dublin",Terrace,2,1,68.0 m²,C3,—,03/07/2025,"€495,000","€592,000"
"15 Churchwell Court Balgriffin, Belmayne, Dublin 13, Dublin 13, Dublin",Semi-D,3,3,115.0 m²,C2,—,03/07/2025,"€435,000","€460,000"
"62 Fairview Close, Richmond Ave, Fairview Dublin 3, Dublin 3, Dublin",Apartment,1,1,57.0 m²,—,—,03/07/2025,"€265,000","€279,000"
"1 Clounties Court, Swords Rd, Malahide, Dublin",Semi-D,3,4,127.3 m²,B2,—,03/07/2025,"€695,000","€725,000"
"9 The Cedars, Grove House, Dublin 6, Dublin 6, Dublin",Apartment,3,3,1574.0 m²,—,—,03/07/2025,"€795,000","€842,500"
"34 Clonliffe Gardens, Dublin 3, Dublin, Dublin 3, Dublin",End of Terrace,3,2,98.0 m²,—,—,03/07/2025,"€490,000","€650,000"
"37 Carrickhill Walk, Portmarnock, Dublin, Dublin 13, Dublin",Semi-D,3,1,105.0 m²,D1,—,03/07/2025,"€625,000","€675,000"
"5 Gateway Court, Ballymun, Dublin 11, Dublin 11, Dublin",Terrace,2,2,90.0 m²,—,—,03/07/2025,"€265,000","€281,000"
"9 Annesley Bridge Rd, Fairview, Dublin 3, Dublin 3, Dublin",Terrace,3,1,95.0 m²,F,—,03/07/2025,"€460,000","€475,000"
"30 Deerpark Rd, Deerpark, Tallaght, Dublin 24, Dublin",Apartment,2,2,65.0 m²,C1,—,03/07/2025,"€235,000","€272,000"
"72 Mount Anville Wood, Goatstown, Dublin 14, Dublin 14, Dublin",Detached,4,3,149.0 m²,C2,—,03/07/2025,"€900,000","€1,002,000"
"33 St Pappin Rd, Ballymun, Dublin 11, Dublin 11, Dublin",End of Terrace,3,1,86.9 m²,E1,—,03/07/2025,"€450,000","€525,000"
"35 Fairyhill, Blackrock, Dublin, Dublin",Detached,3,1,98.0 m²,C3,—,03/07/2025,"€850,000","€905,000"
"85 Carrs Mill, Donabate, Dublin, Dublin",Terrace,3,3,95.0 m²,B2,—,03/07/2025,"€440,000","€450,000"
"7 Haydens Park Dale, Lucan, Dublin, Dublin",Semi-D,4,3,170.0 m²,—,—,03/07/2025,"€670,000","€700,000"
"30 Waterside Apt, Block A, Ringsend Road, Dublin 4, Dublin",Apartment,1,1,35.0 m²,C3,—,03/07/2025,"€295,000","€345,000"
"4 Churchwell Close, Balgriffin, Dublin, Dublin 13, Dublin",Terrace,3,3,137.0 m²,B3,—,03/07/2025,"€460,000","€487,000"
"48 Burnell Sq, Northern Cross, Malahide Rd Dublin 17, Dublin 17, Dublin",Apartment,2,2,68.0 m²,B3,—,03/07/2025,"€295,000","€332,000"
"1 Grand Canal Wharf, South Dock Rd, Ringsend Dublin 4, Dublin 4, Dublin",Apartment,2,2,70.0 m²,D2,—,03/07/2025,"€495,000","€535,000"
"65 Leeson Close, Dublin 2, Dublin",Terrace,3,3,195.0 m²,—,—,03/07/2025,"€1,695,000","€1,750,000"
"1 Yellow Walls Rd, Malahide, Dublin, Dublin",Bungalow,3,1,100.0 m²,E1,—,03/07/2025,"€895,000","€830,000"
"10 The View, Ballycullen Gate, Ballycullen, Dublin 24, Dublin",Bungalow,3,2,100.0 m²,—,—,03/07/2025,"€550,000","€580,000"
"40 Grace Omalley Dr, Howth, Dublin, Dublin 13, Dublin",Terrace,3,2,93.0 m²,D2,—,03/07/2025,"€610,000","€610,000"
"80 White Oaks, Clonskeagh, Dublin 14, Dublin 14, Dublin",Duplex,3,2,82.0 m²,—,—,03/07/2025,"€550,000","€622,000"
"55 Tara Court, Balbriggan, Dublin, Dublin",Semi-D,3,1,82.0 m²,E1,—,04/07/2025,"€335,000","€360,000"
"205 Phoenix View, Jamess St, Dublin 8, Dublin 8, Dublin",Apartment,1,1,40.0 m²,E1,—,04/07/2025,"€235,000","€265,000"
"175 Cruise Park Dr, Tyrrelstown, Dublin 15, Dublin 15, Dublin",Duplex,3,2,116.0 m²,B3,—,04/07/2025,"€350,000","€397,000"
"8 Brookmount Court, Buterfield Avenue, Rathfarnham, Dublin 14, Dublin",Apartment,1,1,51.0 m²,C3,—,04/07/2025,"€325,000","€375,000"
"18 Hannaville Park, Terenure, Dublin 6w, Dublin",House,5,2,174.0 m²,D1,—,04/07/2025,"€1,350,000","€1,455,000"
"35 Myrtle House, Longfield Rd, The Coast Dublin 13, Dublin 13, Dublin",Apartment,2,2,72.0 m²,C2,—,04/07/2025,"€325,000","€340,000"
"13 New Rd, Inchicore, Dublin 8, Dublin 8, Dublin",End of Terrace,2,1,56.0 m²,G,—,04/07/2025,"€430,000","€430,000"
"67 Corbawn Dr, Shankill, Dublin, Dublin 18, Dublin",Semi-D,3,2,101.0 m²,C2,—,04/07/2025,"€645,000","€702,000"
"2 Mount Alton Court, Knocklyon, Dublin 16, Dublin 16, Dublin",Detached,4,2,218.0 m²,B3,—,04/07/2025,"€950,000","€1,225,000"
"14 Athgoe Drive, Shankill, Dublin 18, Dublin 18, Dublin",Semi-D,3,1,77.0 m²,D1,—,04/07/2025,"€495,000","€531,000"
"6 Wesley Heights, Drundrum, Dublin 16, Dublin 16, Dublin",Detached,4,3,134.0 m²,E1,—,04/07/2025,"€875,000","€1,060,000"
"3 Larkhill Road, Whitehall, Dublin 9, Dublin 9, Dublin",End of Terrace,2,1,68.0 m²,E2,—,04/07/2025,"€395,000","€440,000"
"78 Holywell Park, Feltrim Hall, Swords, Dublin 15, Dublin",Apartment,2,1,52.0 m²,B3,—,04/07/2025,"€265,000","€297,500"
"3 Pinewood Park, Rathfarnham, Dublin 14, Dublin 14, Dublin",Semi-D,3,2,13066.0 m²,D2,—,04/07/2025,"€750,000","€850,000"
"Stoney Acre, Greater Commons, Skerries Rd, Dublin",Bungalow,4,1,114.0 m²,C2,—,04/07/2025,"€575,000","€642,000"
"12 Burnell Court, Malahide Rd, Northern Cross Dublin 17, Dublin 17, Dublin",Apartment,2,2,71.0 m²,C1,—,04/07/2025,"€295,000","€315,000"
"Apt 32 Dodderbank, Milltown, Dublin 14, Dublin 14, Dublin",Property,2,2,—,C1,—,04/07/2025,"€595,000","€650,000"
"37 Maretimo Gardens East, Blackrock, Dublin, Dublin",End of Terrace,3,1,101.0 m²,F,—,04/07/2025,"€895,000","€930,000"
"18 Wheatfields Ave, Clondalkin, Dublin, Dublin 22, Dublin",Semi-D,3,1,68.0 m²,—,—,04/07/2025,"€250,000","€285,000"
"84 Ardmore Park, Kill Avenue, Glenageary, Dublin",Semi-D,3,1,91.0 m²,F,—,04/07/2025,"€595,000","€640,000"
"279 Clontarf Rd, Clontarf, Dublin 3, Dublin 3, Dublin",End of Terrace,3,3,143.0 m²,D1,—,04/07/2025,"€995,000","€1,110,000"
"9 Mountshannon Road, Dublin 8, Dublin, Dublin 8, Dublin",Semi-D,4,1,137.0 m²,G,—,04/07/2025,"€595,000","€671,000"
"91 Woodavens, Clondalkin, Dublin 22, Dublin 22, Dublin",End of Terrace,3,1,76.0 m²,—,—,04/07/2025,"€295,000","€360,000"
"34 Nutgrove Park, Clonskeagh, Dublin 14, Dublin 14, Dublin",Semi-D,4,3,119.0 m²,D2,—,04/07/2025,"€1,025,000","€1,150,000"
"17 Forest Crescent, Rivervalley, Swords, Dublin",Semi-D,4,2,162.0 m²,C1,—,04/07/2025,"€495,000","€590,000"
"51 Harcourt Green, Charlemount St, Dublin 2, Dublin 2, Dublin",Apartment,2,2,70.0 m²,B3,—,04/07/2025,"€495,000","€545,000"
"7 Mount Drinan Walk, Kinsealy Downs, Swords, Dublin",Semi-D,3,2,76.0 m²,D1,—,04/07/2025,"€400,000","€420,000"
"99 Edenmore Ave, Raheny, Dublin 5, Dublin",Terrace,3,1,88.0 m²,F,—,04/07/2025,"€325,000","€335,000"
"12 Rathvale Dr, Coolock, Dublin 13, Dublin 13, Dublin",Apartment,2,1,59.2 m²,D1,—,04/07/2025,"€295,000","€295,000"
"5 Saul Rd, Crumlin, Dublin 12, Dublin 12, Dublin",House,2,1,67.0 m²,F,—,04/07/2025,"€345,000","€370,000"
"10 Castlewood Close, Castlewood Ave, Rathmines, Dublin 6, Dublin",Apartment,2,1,60.0 m²,E2,—,04/07/2025,"€415,000","€546,000"
"121 Blackditch Rd, Ballyfermot, Dublin, Dublin 10, Dublin",Terrace,2,1,76.0 m²,—,—,04/07/2025,"€285,000","€315,000"
"56 St Samson Sq, Balgriffin, Dublin 13, Dublin 13, Dublin",Apartment,2,2,62.0 m²,C1,—,04/07/2025,"€295,000","€332,500"
"13 The Park, Semple Woods, Donabate, Dublin",Semi-D,3,3,117.0 m²,A2,—,04/07/2025,"€495,000","€537,000"
"31 Bellgree Ave, Tyrellstown, Dublin 15, Dublin 15, Dublin",Terrace,3,3,123.0 m²,B3,—,04/07/2025,"€375,000","€416,000"
"140 The Crescent, Millbrook Lawns, Tallaght, Dublin",End of Terrace,3,2,83.0 m²,—,—,04/07/2025,"€350,000","€367,000"
"Apt 8 Cedar House, Main St, Applewood Village, Dublin",Apartment,2,2,74.0 m²,D1,—,04/07/2025,"€280,000","€300,000"
"Apt 45 - Weaver Court, Neilstown Road, Dublin 22, Dublin 22, Dublin",Apartment,2,2,64.0 m²,D2,—,04/07/2025,"€230,000","€235,000"
"4 The Beeches, Monkstown Valley, Monkstown, Dublin",Semi-D,3,2,85.0 m²,D1,—,04/07/2025,"€645,000","€648,000"
"148 Gleann Na Ri, Cherrywood, Dublin 18, Dublin",Duplex,3,4,118.0 m²,C1,—,04/07/2025,"€450,000","€501,000"
"15 Castlechurch Avenue, Newcastle, Dublin, Dublin",End of Terrace,3,3,116.0 m²,—,—,04/07/2025,"€505,000","€505,000"
"6 Shackleton Grove, Shackleton Park, Lucan, Dublin",Terrace,3,3,104.1 m²,A2,—,04/07/2025,"€510,000","€530,000"
"62 Swansnest Ave Kilbarrack, Dublin 5, Dublin, Dublin 5, Dublin",Terrace,5,1,116.0 m²,—,—,04/07/2025,"€375,000","€425,000"
"109 Raithlin House, Customs Hse Square, Ifsc, Dublin",Apartment,3,2,90.0 m²,B1,—,04/07/2025,"€645,000","€310,000"
"88 Cherrywood Park, Clondalkin, Dublin 22, Dublin 22, Dublin",Bungalow,2,1,53.0 m²,—,—,04/07/2025,"€256,000","€315,000"
"1 Castlegate Chase, Adamstown, Lucan, Dublin",End of Terrace,3,3,107.0 m²,—,—,04/07/2025,"€460,000","€505,000"
"Currabinny, Kilmore Ave, Killiney, Dublin",Detached,6,4,420.0 m²,C2,—,04/07/2025,"€3,500,000","€3,000,000"
"141 Shantalla Rd, Whitehall, Dublin 9, Dublin 9, Dublin",Semi-D,3,2,135.0 m²,F,—,04/07/2025,"€575,000","€570,000"
"10 Seabury Downs, Malahide, Dublin, Dublin",Semi-D,4,2,115.0 m²,C1,—,04/07/2025,"€695,000","€700,000"
"21 Glenageary Lodge, Glenageary, Dublin, Dublin",Semi-D,4,2,179.0 m²,B2,—,04/07/2025,"€850,000","€950,000"
"184 Comeragh Road, Drimnagh, Dublin 12, Dublin 12, Dublin",Terrace,2,1,70.0 m²,D1,—,04/07/2025,"€280,000","€382,000"
"11 Auburn, 118 Howth Rd, Clontarf Dublin 3, Dublin 3, Dublin",Apartment,2,2,97.0 m²,B1,—,04/07/2025,"€465,000","€478,000"
"143 Gleann Na Ri, Valley Ave, Druid Valley Dublin 18, Dublin 18, Dublin",Apartment,2,1,60.0 m²,B3,—,04/07/2025,"€350,000","€382,000"
"32 Pembroke St, Irishtown, Dublin 4, Dublin 4, Dublin",Semi-D,1,2,71.0 m²,E1,—,04/07/2025,"€395,000","€523,000"
"173 Upper Rathmines Rd, Dartry, Dublin 6, Dublin 6, Dublin",Terrace,4,3,197.0 m²,—,—,04/07/2025,"€1,300,000","€1,230,000"
"142 Ashlawn Park, Ballybrack, County Dublin, Dublin",End of Terrace,3,1,79.0 m²,C2,—,04/07/2025,"€449,950","€499,000"
"6 Vernon Court, Clontarf Rd, Dublin 3, Dublin 3, Dublin",Apartment,2,1,60.0 m²,C1,—,04/07/2025,"€425,000","€425,000"
"4 & 4a Parnell Place, Parnell St, Dublin 1, Dublin 1, Dublin",Terrace,2,1,63.0 m²,E1,—,04/07/2025,"€285,000","€320,000"
"34 Meadowbrook Park, Baldoyle, Dublin 13, Dublin 13, Dublin",Terrace,3,2,80.0 m²,C1,—,04/07/2025,"€420,000","€481,000"
"3 Beechfield Green, Castaheany, Dublin 15, Dublin 15, Dublin",Terrace,4,3,147.0 m²,B2,—,07/07/2025,"€400,000","€399,000"
"39 Watson Dr, Killiney, Dublin, Dublin",Semi-D,4,2,123.0 m²,D2,—,07/07/2025,"€595,000","€662,000"
"44a Glencairn Ave, Leopardstown Rd, Dublin 18, Dublin 18, Dublin",Detached,3,3,95.0 m²,D2,—,07/07/2025,"€675,000","€685,000"
"35 Upper Fairview Ave, Fairview, Dublin 3, Dublin 3, Dublin",House,3,2,90.0 m²,C1,—,07/07/2025,"€595,000","€692,000"
"58 Merrion Grove, Booterstown, Blackrock, Dublin",Apartment,1,1,52.0 m²,D2,—,07/07/2025,"€335,000","€415,000"
"Apartment No 2, 14 Heytesbury Steet, Dublin 8, Dublin 8, Dublin",Apartment,2,1,67.0 m²,—,—,07/07/2025,"€475,000","€612,500"
"48 Grange Court, Marley Grange, Rathfarnham, Dublin 16, Dublin",Detached,4,3,105.0 m²,E1,—,07/07/2025,"€675,000","€680,000"
"7 The Starlings, Shanganagh Road, Shankill, Dublin",House,4,4,139.0 m²,A3,—,07/07/2025,"€645,000","€645,000"
"45 Broadford Drive, Ballinteer, Dublin 16, Dublin 16, Dublin",Semi-D,3,2,141.0 m²,C3,—,07/07/2025,"€595,000","€625,000"
"Apt 33, Forest Hills, Forrest Rd, Dublin",Apartment,2,1,72.0 m²,C2,—,07/07/2025,"€330,000","€330,000"
"10 Parkside Square, Malahide Road, Balgriffin, Dublin 13, Dublin",Semi-D,4,3,147.0 m²,—,—,07/07/2025,"€575,000","€635,000"
"2 The Walk, Scholarstown Road, Rathfarnham, Dublin 16, Dublin",Semi-D,3,3,129.0 m²,A3,—,07/07/2025,"€675,000","€811,000"
"9 Woodville Walk, Lucan, Dublin, Dublin",Semi-D,4,3,111.0 m²,C3,—,07/07/2025,"€485,000","€521,000"
"44 York Rd, Dun Laoghaire, Dublin, Dublin",Detached,4,4,250.0 m²,A3,—,07/07/2025,"€1,850,000","€2,207,000"
"6 Wilson Crescent, Mount Merrion, Dublin, Dublin",Detached,4,1,143.2 m²,E2,—,07/07/2025,"€995,000","€980,000"
"80 Shanagarry, Milltown Rd, Milltown Dublin 6, Dublin 6, Dublin",Apartment,1,1,38.6 m²,D1,—,07/07/2025,"€325,000","€404,000"
"27 Saul Rd, Crumlin Dublin 12, Dublin, Dublin 12, Dublin",Terrace,2,1,61.0 m²,G,—,07/07/2025,"€350,000","€350,000"
"30 Bulfin Gardens, Inchicore, Dublin 8, Dublin 8, Dublin",End of Terrace,3,2,99.0 m²,C3,—,07/07/2025,"€545,000","€520,000"
"257 Clontarf Road, Clontarf, Dublin 3, Dublin 3, Dublin",House,3,2,121.0 m²,B2,—,07/07/2025,"€950,000","€1,080,000"
"71 Phoenix, Riverpark Apts, Conyngham Rd, Dublin 8, Dublin",Apartment,3,2,90.0 m²,—,—,07/07/2025,"€650,000","€580,000"
"Apt 113, Sandyford View, Blackglen Rd Dublin 18, Dublin 18, Dublin",Apartment,1,1,42.0 m²,—,—,07/07/2025,"€265,000","€315,000"
"28 Rafters Rd, Drimnagh, Dublin 12, Dublin 12, Dublin",End of Terrace,2,1,79.0 m²,—,—,07/07/2025,"€375,000","€452,000"
"Baldungan, Lusk, County Dublin, Dublin",Bungalow,1,1,40.0 m²,—,—,07/07/2025,"€450,000","€450,000"
"66 Torcaill, Portmarnock, Dublin, Dublin 13, Dublin",Semi-D,4,2,133.0 m²,B3,—,07/07/2025,"€795,000","€835,000"
"19 Torcaill, Portmarnock, Dublin, Dublin 13, Dublin",Detached,5,3,150.0 m²,C3,—,07/07/2025,"€925,000","€950,000"
"90 Ashcroft, Raheny, Dublin 5, Dublin 5, Dublin",Terrace,3,2,87.0 m²,B3,—,07/07/2025,"€545,000","€600,000"
"72 St Peter's Terrace, Howth, Co Dublin, Dublin 13, Dublin",Terrace,3,1,90.1 m²,F,—,07/07/2025,"€535,000","€550,000"
"102 Hillcrest Park, Glasnevin, Dublin 11, Dublin 11, Dublin",Semi-D,3,2,109.0 m²,D1,—,07/07/2025,"€495,000","€600,000"
"7 Thornleigh Place, Swords, Dublin, Dublin",Detached,2,1,95.7 m²,C2,—,07/07/2025,"€375,000","€428,000"
"167 Kilmacud Road Upper, Stillorgan, Dublin, Dublin",Semi-D,4,3,172.0 m²,C1,—,07/07/2025,"€945,000","€1,050,000"
"6 Ferndale Court, Allies River Rd, Rathmichael, Dublin",Apartment,2,2,83.0 m²,C1,—,07/07/2025,"€395,000","€415,000"
"Apartment 100 Burnell Square, Malahide Road, Dublin 17, Dublin",Apartment,2,2,63.0 m²,C2,—,07/07/2025,"€287,000","€321,000"
"12 Longwood Park, Rathfarnham, Dublin 14, Dublin 14, Dublin",Semi-D,3,2,112.4 m²,—,—,07/07/2025,"€585,000","€342,500"
"7 Bramblefield Park, Clonee, Dublin 15, Dublin 15, Dublin",Semi-D,3,3,92.0 m²,—,—,07/07/2025,"€400,000","€426,000"
"232 Premier Sq, Finglas Rd, Dublin 11, Dublin 11, Dublin",Apartment,2,2,60.0 m²,D1,—,07/07/2025,"€295,000","€327,500"
"Apt 27 Carmanhall Court, Leopardstown, Dublin 18, Dublin 18, Dublin",Apartment,2,2,87.0 m²,—,—,07/07/2025,"€425,000","€495,000"
"318 Palmerstown Woods, Clondalkin, Dublin 22, Dublin 22, Dublin",Semi-D,3,1,86.0 m²,—,—,07/07/2025,"€320,000","€385,000"
"20 Ormond Rd, Rathmines, Dublin 6, Dublin 6, Dublin",Semi-D,3,4,192.0 m²,—,—,07/07/2025,"€2,250,000","€2,850,000"
"23 Hollybrook Rd, Clontarf, Dublin 3, Dublin 3, Dublin",Semi-D,4,3,217.0 m²,—,—,07/07/2025,"€1,395,000","€1,400,000"
"49 Raphoe Rd, Crumlin, Dublin 12, Dublin 12, Dublin",Terrace,3,1,87.5 m²,C3,—,07/07/2025,"€425,000","€524,000"
"7 Belgree Court, Tyrrelstown, Dublin 15, Dublin",Semi-D,2,3,82.0 m²,C2,—,07/07/2025,"€335,000","€350,000"
"44 Carnlough Rd, Cabra West, Dublin 7, Dublin 7, Dublin",House,3,1,85.2 m²,D2,—,07/07/2025,"€350,000","€430,000"
"10 Liffey Ave, Liffey Valley Park, Lucan, Dublin",Semi-D,3,3,105.0 m²,C2,—,07/07/2025,"€410,000","€485,000"
"Apt 221 Block A, Hampton Lodge, Grace Park Rd Dublin 9, Dublin 9, Dublin",Apartment,2,2,74.0 m²,B2,—,07/07/2025,"€375,000","€400,000"
"17 Prospect, Naul Rd, Balbriggan, Dublin",Detached,3,3,95.0 m²,C2,—,07/07/2025,"€395,000","€395,000"
"28 Killwarden Court, Boot Rd, Clondalkin Dublin 22, Dublin 22, Dublin",Apartment,1,—,38.0 m²,—,—,08/07/2025,"€236,000","€229,000"
"25 Bath Ave, Beggars Bush, Sandymount Dublin 4, Dublin 4, Dublin",Terrace,3,2,180.0 m²,—,—,08/07/2025,"€1,100,000","€1,110,000"
"2 Yew Lane, Seafield Rd West, Clontarf Dublin 3, Dublin 3, Dublin",Detached,4,3,164.0 m²,B3,—,08/07/2025,"€1,275,000","€1,300,000"
"32 Finn Eber Fort, Finglas, Dublin 11, Dublin 11, Dublin",Terrace,3,2,85.0 m²,C1,—,08/07/2025,"€395,000","€433,000"
"67 Rockford Park, Deans Grange, Dublin, Dublin",End of Terrace,3,1,78.0 m²,D2,—,08/07/2025,"€545,000","€547,500"
"55 Belarmine Grove, Belarmine Woods, Stepaside, Dublin 18, Dublin",Semi-D,4,4,164.0 m²,A3,—,08/07/2025,"€745,000","€855,000"
"40 Diswellstown Drive, Castleknock, Dublin 15, Dublin 15, Dublin",Semi-D,3,—,135.0 m²,A3,—,08/07/2025,"€700,000","€750,000"
"432 Longboat Quay North, Sir John Rogersons Quay, Dublin 2, Dublin 2, Dublin",Apartment,2,2,60.0 m²,C3,—,08/07/2025,"€475,000","€503,000"
"21 Kinsealy Manor, Chapel Road, Kinsealy, Dublin",Terrace,3,3,105.0 m²,A2,—,08/07/2025,"€549,000","€580,000"
"54 Cooley Rd, Drimnagh, Dublin 12, Dublin 12, Dublin",Semi-D,2,1,68.0 m²,D1,—,08/07/2025,"€395,000","€440,000"
"13 Corrybeg Way, Templeogue, Dublin 6w, Dublin",Semi-D,4,4,191.0 m²,A3,—,08/07/2025,"€995,000","€997,000"
"51 River Gardens, Glasnevin, Dublin 9, Dublin 9, Dublin",Apartment,2,1,49.0 m²,C3,—,08/07/2025,"€325,000","€410,000"
"26 Seabury, Sandymount, Dublin 4, Dublin",Apartment,2,2,84.0 m²,C2,—,08/07/2025,"€550,000","€540,000"
"8 Seville Terrace, North Strand, Dublin 3, Dublin 1, Dublin",Terrace,1,1,38.0 m²,—,—,08/07/2025,"€275,000","€300,000"
"5 Brackenwood Place, Balbriggan, County Dublin, Dublin",Apartment,2,1,60.0 m²,C2,—,08/07/2025,"€210,000","€236,000"
"9 River Gardens, Glasnevin Hill, Glasnevin, Dublin 9, Dublin",Apartment,1,1,48.0 m²,D1,—,08/07/2025,"€295,000","€363,500"
"59 Kilbarron Avenue, Kilmore West, Coolock, Dublin 5, Dublin",End of Terrace,3,1,74.3 m²,—,—,08/07/2025,"€335,000","€375,000"
"7 St Lawrence Rd, Clontarf, Dublin 3, Dublin 3, Dublin",End of Terrace,5,4,295.0 m²,—,—,08/07/2025,"€2,495,000","€2,475,000"
"16 Rathmines Park, Rathmines, Dublin 6, Dublin 6, Dublin",Terrace,4,2,186.0 m²,C3,—,08/07/2025,"€1,250,000","€1,200,000"
"10 Boroimhe Aspen, Swords, Dublin, Dublin",Terrace,2,1,106.0 m²,—,—,08/07/2025,"€400,000","€426,420"
"15 Rushbrook Park, Templeogue, Dublin 6w, Dublin",Semi-D,3,1,91.3 m²,D2,—,08/07/2025,"€575,000","€670,000"
"507 Cubes 1, Beacon South Quarter, Sandyford Dublin 18, Dublin 18, Dublin",Apartment,2,2,76.0 m²,C1,—,08/07/2025,"€400,000","€445,000"
"24 Lea Rd, Sandymount, Dublin 4, Dublin 4, Dublin",Semi-D,4,1,153.0 m²,D2,—,08/07/2025,"€1,500,000","€1,580,000"
"Car Park Space 5, Castle Mews, Dalkey, Dublin",Duplex,3,3,94.0 m²,C1,—,08/07/2025,"€695,000","€16,000"
"27 Brighton Gardens, Terenure, Dublin 6, Dublin 6, Dublin",Terrace,3,2,81.8 m²,C3,—,08/07/2025,"€750,000","€865,000"
"10 Charnwood Dale, Clonsilla, Dublin 15, Dublin 15, Dublin",Semi-D,4,3,110.0 m²,D1,—,08/07/2025,"€475,000","€522,000"
"225 Jamestown Rd, Hampton Wood, Dublin 11, Dublin 11, Dublin",Terrace,3,3,91.0 m²,—,—,08/07/2025,"€349,000","€406,000"
"36 Fingal St, Dublin 8, Dublin, Dublin 8, Dublin",Terrace,1,1,51.0 m²,—,—,08/07/2025,"€325,000","€345,000"
"1a Templeogue Wood, Templeogue, Dublin 6w, Dublin",Detached,5,3,186.0 m²,D2,—,08/07/2025,"€825,000","€925,000"
"Ferara, Claremont Pines, Foxrock, Dublin",Detached,5,6,420.0 m²,C1,—,08/07/2025,"€1,950,000","€2,250,000"
"109 The Chandler, Arran Quay, Dublin 7, Dublin 7, Dublin",Apartment,1,1,33.0 m²,C3,—,08/07/2025,"€290,000","€292,000"
"1 Rockville Woods, Glenamuck Road, Carrickmines, Dublin",End of Terrace,3,3,125.0 m²,A2,—,08/07/2025,"€645,000","€727,000"
"19 Merchamp, Seafield Rd East, Dublin 3, Dublin 3, Dublin",Apartment,2,1,79.1 m²,B3,—,08/07/2025,"€450,000","€465,000"
"2 Richmond Mews, Richmond Road, Fairview, Dublin 3, Dublin",Apartment,1,1,43.0 m²,C3,—,08/07/2025,"€270,000","€270,000"
"94 Parklands Court, Firhouse, Tallaght Dublin 24, Dublin 24, Dublin",Apartment,2,1,72.0 m²,C1,—,09/07/2025,"€290,000","€390,000"
"2 Tivoli Ave, Harolds Cross, Dublin 6w, Dublin",Terrace,3,3,116.0 m²,—,—,09/07/2025,"€750,000","€840,000"
"64 The Crescent, Robswall, Malahide, Dublin",Apartment,2,1,75.0 m²,—,—,09/07/2025,"€425,000","€460,000"
"65 Seatown Villas, Swords, Dublin, Dublin",Terrace,2,2,80.0 m²,F,—,09/07/2025,"€375,000","€390,000"
"33 Mount Andrew Rise, Lucan, Dublin, Dublin",Apartment,2,1,73.0 m²,C3,—,09/07/2025,"€275,000","€360,000"
"9 Elm Mount Crescent, Beaumont, Dublin 9, Dublin",House,3,1,105.0 m²,C3,—,09/07/2025,"€475,000","€535,000"
"28 The Wood, Millbrook Lawns, Tallaght Dublin 24, Dublin 24, Dublin",Terrace,3,2,90.4 m²,B3,—,09/07/2025,"€400,000","€500,000"
"6 Bushy Park Gardens, Terenure, Dublin 6, Dublin 6, Dublin",Detached,5,3,208.0 m²,D2,—,09/07/2025,"€2,350,000","€2,250,000"
"107 Captains Rd, Crumlin, Dublin 12, Dublin 12, Dublin",Terrace,2,2,75.7 m²,C3,—,09/07/2025,"€440,000","€510,000"
"1 Carrigmore Downs, Citywest, Dublin 22, Dublin",Duplex,3,3,110.0 m²,—,—,09/07/2025,"€330,000","€392,000"
"25 Pinebrook Lawn, Hartstown, Clonsilla Dublin 15, Dublin 15, Dublin",Semi-D,3,1,76.2 m²,C2,—,09/07/2025,"€385,000","€415,500"
"73 Ballytore Rd, Rathfarnham, Dublin 14, Dublin 14, Dublin",Semi-D,5,2,147.0 m²,E2,—,09/07/2025,"€1,195,000","€1,205,000"
"12 Wheaton Court, Inchicore Terrace South, Dublin, Dublin 8, Dublin",Apartment,2,2,56.0 m²,C1,—,09/07/2025,"€295,000","€330,000"
"10 Haydens Park Dale, Lucan, Co Dublin, Dublin",Semi-D,4,3,120.0 m²,B2,—,09/07/2025,"€549,000","€565,000"
"5 Knocksinna Wood, Blackrock, Co. Dublin, Dublin",Terrace,4,4,152.0 m²,A2,—,09/07/2025,"€995,000","€1,010,000"
"Apt At 5 Lower Main St, Dundrum, Main St Dublin 14, Dublin 14, Dublin",Apartment,2,1,89.0 m²,E2,—,09/07/2025,"€450,000","€500,000"
"3 Silverwood Rd, Ballyroan, Rathfarnham Dublin 14, Dublin 14, Dublin",Semi-D,2,1,120.0 m²,D2,—,09/07/2025,"€700,000","€715,000"
"27 Abbeyfield, Milltown, Dublin 6, Dublin 6, Dublin",Duplex,3,2,85.0 m²,B3,—,09/07/2025,"€625,000","€680,000"
