Address_x,Eircode,nearest_coast_name,coast_distance_km,coast_duration_min,coast_distance_m,coast_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"8 Kilakee Close, Greenpark, Walkinstown Dublin 12, Dublin 12, Dublin",D12X0C5,Ringsend,10.589,29.283333333333335,10589,1757,Terrace,3,1,90.0 m²,—,—,27/02/2025,"€395,000","€515,000","8 KILAKEE CLOSE, GREENPARK, WALKINSTOWN DUBLIN 12",27/02/2025,"8 KILAKEE CLOSE, GREENPARK, WALKINSTOWN DUBLIN 12",Dublin,"ï¿½515,000.00",No,No,Second-Hand Dwelling house /Apartment,
"59 Premier Square, Finglas, Dublin 11, Dublin 11, Dublin",D11V104,Ringsend,7.448,23.083333333333332,7448,1385,Apartment,2,2,68.0 m²,C2,—,27/02/2025,"€250,000","€285,000","59 PREMIER SQUARE, FINGLAS, DUBLIN 11",27/02/2025,"59 PREMIER SQUARE, FINGLAS, DUBLIN 11",Dublin,"ï¿½285,000.00",No,No,Second-Hand Dwelling house /Apartment,
"28 Rothe Abbey, South Circular Road, Kilmainham, Dublin 8, Dublin",D08AXP8,Ringsend,6.529,21.35,6529,1281,End of Terrace,3,1,82.0 m²,C3,—,27/02/2025,"€485,000","€530,000","28 ROTHE ABBEY, SOUTH CIRCULAR ROAD, KILMAINHAM",27/02/2025,"28 ROTHE ABBEY, SOUTH CIRCULAR ROAD, KILMAINHAM",Dublin,"ï¿½530,000.00",No,No,Second-Hand Dwelling house /Apartment,
"12 Grange Park Walk, Raheny, Dublin 5, Dublin 5, Dublin",D05Y277,Bull Island,4.415,10.55,4415,633,Semi-D,3,1,101.0 m²,E2,—,27/02/2025,"€475,000","€535,000","12 GRANGE PARK WALK, RAHENY, DUBLIN 5",27/02/2025,"12 GRANGE PARK WALK, RAHENY, DUBLIN 5",Dublin,"ï¿½535,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Cecil Ave, Clontarf, Dublin 3, Dublin 3, Dublin",D03AH30,Clontarf Seafront,2.75,6.516666666666667,2750,391,Terrace,3,1,87.0 m²,—,—,27/02/2025,"€510,000","€508,000","9 CECIL AVE, CLONTARF, DUBLIN 3",27/02/2025,"9 CECIL AVE, CLONTARF, DUBLIN 3",Dublin,"ï¿½508,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 31, Village Court, Rathfarnham Dublin 14, Dublin 14, Dublin",D14AY80,Ringsend,7.705,25.616666666666667,7705,1537,Apartment,2,1,60.0 m²,—,—,27/02/2025,"€350,000","€395,000","APT 31, VILLAGE COURT, RATHFARNHAM DUBLIN 14",27/02/2025,"APT 31, VILLAGE COURT, RATHFARNHAM DUBLIN 14",Dublin,"ï¿½395,000.00",No,No,Second-Hand Dwelling house /Apartment,
"34 Hazelbury Green, Clonee, Dublin 15, Dublin 15, Dublin",D15A2C4,Ringsend,27.493,28.616666666666667,27493,1717,Semi-D,4,3,128.0 m²,C1,—,27/02/2025,"€475,000","€534,000","34 HAZELBURY GREEN, CLONEE, DUBLIN 15",27/02/2025,"34 HAZELBURY GREEN, CLONEE, DUBLIN 15",Dublin,"ï¿½534,000.00",No,No,Second-Hand Dwelling house /Apartment,
"346 Nutgrove Ave, Churchtown, Dublin 14, Dublin 14, Dublin",D14AE24,Sandymount Strand,7.043,18.3,7043,1098,Terrace,3,2,115.0 m²,C2,—,27/02/2025,"€665,000","€765,000","346 NUTGROVE AVE, CHURCHTOWN, DUBLIN 14",27/02/2025,"346 NUTGROVE AVE, CHURCHTOWN, DUBLIN 14",Dublin,"ï¿½765,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Moyne Rd, Ranelagh, Dublin 6, Dublin 6, Dublin",D06K273,Ringsend,4.064,13.883333333333333,4064,833,Terrace,3,2,137.0 m²,—,—,27/02/2025,"€1,300,000","€1,517,441","18 MOYNE RD, RANELAGH, DUBLIN 6",27/02/2025,"18 MOYNE RD, RANELAGH, DUBLIN 6",Dublin,"ï¿½1,517,441.00",No,No,Second-Hand Dwelling house /Apartment,
"28 Millwood Villas, Raheny, Dublin 5, Dublin",D05Y9R9,Clontarf Seafront,4.622,11.55,4622,693,Terrace,3,1,74.1 m²,E1,—,27/02/2025,"€350,000","€350,000","28 MILLWOOD VILLAS, RAHENY, DUBLIN 5",27/02/2025,"28 MILLWOOD VILLAS, RAHENY, DUBLIN 5",Dublin,"ï¿½350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"94 The Birches, Boroimhe, Swords, Dublin",K67DW71,Ringsend,16.139,21.066666666666666,16139,1264,Terrace,2,1,71.0 m²,C3,—,27/02/2025,"€375,000","€395,000","94 THE BIRCHES, BOROIMHE, SWORDS",27/02/2025,"94 THE BIRCHES, BOROIMHE, SWORDS",Dublin,"ï¿½395,000.00",No,No,Second-Hand Dwelling house /Apartment,
"68 Orwell Gardens, Rathgar, Dublin 14, Dublin 14, Dublin",D14W7R9,Sandymount Strand,6.497,17.65,6497,1059,Terrace,3,2,94.0 m²,—,—,27/02/2025,"€595,000","€640,000","68 ORWELL GARDENS, RATHGAR, DUBLIN 14",27/02/2025,"68 ORWELL GARDENS, RATHGAR, DUBLIN 14",Dublin,"ï¿½640,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Tassagard Drive, Citywest, Saggart, Dublin",D24FH60,Blackrock,24.201,35.583333333333336,24201,2135,Detached,4,6,567.7 m²,—,—,27/02/2025,"€1,595,000","€1,412,500","10 TASSAGARD DRIVE, CITYWEST, SAGGART",27/02/2025,"10 TASSAGARD DRIVE, CITYWEST, SAGGART",Dublin,"ï¿½1,412,500.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Drumnigh Wood, Drumnigh Rd, Portmarnock, Dublin 13, Dublin",D13NV02,Howth Head,8.773,16.133333333333333,8773,968,Detached,5,4,256.0 m²,B3,—,27/02/2025,"€1,300,000","€1,260,000","17 DRUMNIGH WOOD, DRUMNIGH RD, PORTMARNOCK",27/02/2025,"17 DRUMNIGH WOOD, DRUMNIGH RD, PORTMARNOCK",Dublin,"ï¿½1,260,000.00",No,No,Second-Hand Dwelling house /Apartment,
"33 Dalkey Park, Dalkey, Dublin, Dublin",A96NY52,Dalkey,1.408,3.7,1408,222,Semi-D,5,2,124.0 m²,D2,—,27/02/2025,"€895,000","€875,000","33 DALKEY PARK, DALKEY, DUBLIN",27/02/2025,"33 DALKEY PARK, DALKEY, DUBLIN",Dublin,"ï¿½875,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Abbeyfield Lawns, Abbeyfield, Killester Dublin 5, Dublin 5, Dublin",D05P8H2,Clontarf Seafront,3.221,7.366666666666666,3221,442,Detached,2,2,105.0 m²,C2,—,27/02/2025,"€475,000","€500,000","1 ABBEYFIELD LAWNS, ABBEYFIELD, KILLESTER DUBLIN 5",27/02/2025,"1 ABBEYFIELD LAWNS, ABBEYFIELD, KILLESTER DUBLIN 5",Dublin,"ï¿½500,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Churchview Rd, Killiney, Dublin, Dublin",A96V8D4,Killiney Beach,2.768,5.85,2768,351,Detached,4,3,129.0 m²,E2,—,27/02/2025,"€695,000","€697,000","15 CHURCHVIEW RD, KILLINEY, DUBLIN",27/02/2025,"15 CHURCHVIEW RD, KILLINEY, DUBLIN",Dublin,"ï¿½697,000.00",No,No,Second-Hand Dwelling house /Apartment,
"34 Diswellstown Drive, Castleknock, Dublin 15, Dublin 12, Dublin",D15CX8K,Ringsend,25.419,32.15,25419,1929,Semi-D,3,—,112.0 m²,A3,—,27/02/2025,"€645,000","€681,000","34 DISWELLSTOWN DRIVE, CASTLEKNOCK, DUBLIN 15",27/02/2025,"34 DISWELLSTOWN DRIVE, CASTLEKNOCK, DUBLIN 15",Dublin,"ï¿½681,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 The Avenue, Station Manor, Portmarnock, Dublin",D13E0KX,Howth Head,7.924,15.1,7924,906,Terrace,4,4,140.0 m²,A2,—,27/02/2025,"€730,000","€730,000","16 THE AVENUE, STATION MANOR, PORTMARNOCK",27/02/2025,"16 THE AVENUE, STATION MANOR, PORTMARNOCK",Dublin,"ï¿½730,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Tigin Churrain, Pump Lane, Balbriggan, Dublin",K32E891,Ringsend,34.085,31.9,34085,1914,Detached,3,3,158.0 m²,—,—,27/02/2025,"€385,000","€451,000","TIGIN CHURRAIN, PUMP LANE, BALBRIGGAN",27/02/2025,"TIGIN CHURRAIN, PUMP LANE, BALBRIGGAN",Dublin,"ï¿½451,000.00",No,No,Second-Hand Dwelling house /Apartment,
"28 Hillcourt Apts, Highfield Rd, Rathgar Dublin 6, Dublin 6, Dublin",D06Y280,Ringsend,5.655,17.566666666666666,5655,1054,Apartment,1,1,41.0 m²,E2,—,27/02/2025,"€305,000","€310,000","28 HILLCOURT APTS, HIGHFIELD RD, RATHGAR DUBLIN 6",27/02/2025,"28 HILLCOURT APTS, HIGHFIELD RD, RATHGAR DUBLIN 6",Dublin,"ï¿½310,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 Monastery Gate Lawns, Clondalkin, Dublin 22, Dublin 22, Dublin",D22HY32,Blackrock,20.843,26.8,20843,1608,Semi-D,3,3,90.0 m²,C1,—,27/02/2025,"€350,000","€370,000","26 MONASTERY GATE LAWNS, CLONDALKIN, DUBLIN 22",27/02/2025,"26 MONASTERY GATE LAWNS, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½370,000.00",No,No,Second-Hand Dwelling house /Apartment,
"72 The Oaks, Rockfield, Dundrum, Dublin 16, Dublin",D16V293,Blackrock,6.127,16.7,6127,1002,Apartment,1,1,65.0 m²,B3,—,27/02/2025,"€345,000","€350,000","72 THE OAKS, ROCKFIELD, DUNDRUM",27/02/2025,"72 THE OAKS, ROCKFIELD, DUNDRUM",Dublin,"ï¿½350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"24 St Brendans Park, Coolock, Dublin 5, Dublin 5, Dublin",D05V9R2,Clontarf Seafront,3.684,9.683333333333334,3684,581,Semi-D,3,1,100.0 m²,E1,—,27/02/2025,"€425,000","€495,000","24 ST BRENDANS PARK, COOLOCK, DUBLIN 5",27/02/2025,"24 ST BRENDANS PARK, COOLOCK, DUBLIN 5",Dublin,"ï¿½495,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Killary Grove, Donaghmede, Dublin 13, Dublin 13, Dublin",D13CY95,Bull Island,6.272,11.933333333333334,6272,716,Detached,3,2,107.0 m²,E1,—,27/02/2025,"€475,000","€470,000","16 KILLARY GROVE, DONAGHMEDE, DUBLIN 13",27/02/2025,"16 KILLARY GROVE, DONAGHMEDE, DUBLIN 13",Dublin,"ï¿½470,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Hillview, Main Street, Blanchardstown, Dublin 15, Dublin",D15A6DY,Ringsend,22.646,24.35,22646,1461,Bungalow,2,1,65.0 m²,C3,—,27/02/2025,"€360,000","€350,000","HILLVIEW, MAIN STREET, BLANCHARDSTOWN",27/02/2025,"HILLVIEW, MAIN STREET, BLANCHARDSTOWN",Dublin,"ï¿½350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"50 Ailesbury Grove, Dundrum, Dublin 16, Dublin 16, Dublin",D16EE68,Blackrock,7.08,18.283333333333335,7080,1097,Detached,4,3,150.0 m²,C2,—,27/02/2025,"€895,000","€925,000","50 AILESBURY GROVE, DUNDRUM, DUBLIN 16",27/02/2025,"50 AILESBURY GROVE, DUNDRUM, DUBLIN 16",Dublin,"ï¿½925,000.00",No,No,Second-Hand Dwelling house /Apartment,
"89 Lambeecher, Bath Rd, Balbriggan, Dublin",K32W220,Ringsend,35.671,32.96666666666667,35671,1978,Terrace,3,2,112.0 m²,—,—,27/02/2025,"€335,000","€359,000","89 LAMBEECHER, BATH RD, BALBRIGGAN",27/02/2025,"89 LAMBEECHER, BATH RD, BALBRIGGAN",Dublin,"ï¿½359,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Seabury Crescent, Malahide, Dublin, Dublin",K36KX92,Howth Head,14.088,25.466666666666665,14088,1528,Semi-D,4,3,122.0 m²,C1,—,27/02/2025,"€650,000","€676,000","14 SEABURY CRESCENT, MALAHIDE, DUBLIN",27/02/2025,"14 SEABURY CRESCENT, MALAHIDE, DUBLIN",Dublin,"ï¿½676,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 15, Windermere, Gilford Rd Dublin 4, Dublin 4, Dublin",D04N9V6,Sandymount Strand,0.286,1.3166666666666667,286,79,Apartment,1,1,37.0 m²,D2,—,27/02/2025,"€350,000","€380,000","APT 15, WINDERMERE, GILFORD RD DUBLIN 4",27/02/2025,"APT 15, WINDERMERE, GILFORD RD DUBLIN 4",Dublin,"ï¿½380,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Moyne Court, Ranelagh, Dublin 6, Dublin 6, Dublin",D06X500,Ringsend,4.427,15.35,4427,921,Bungalow,2,2,68.0 m²,A3,—,28/02/2025,"€775,000","€775,000","1 MOYNE COURT, RANELAGH, DUBLIN 6",28/02/2025,"1 MOYNE COURT, RANELAGH, DUBLIN 6",Dublin,"ï¿½775,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Cherbury Gardens, Booterstown, Dublin, Dublin",A94V4Y8,Blackrock,2.107,6.383333333333334,2107,383,Semi-D,4,2,130.0 m²,F,—,28/02/2025,"€995,000","€1,210,000","6 CHERBURY GARDENS, BOOTERSTOWN, DUBLIN",28/02/2025,"6 CHERBURY GARDENS, BOOTERSTOWN, DUBLIN",Dublin,"ï¿½1,210,000.00",No,No,Second-Hand Dwelling house /Apartment,
"51 Mount Drummond Avenue, Harold's Cross, Dublin 6, Dublin 6, Dublin",D06W4A9,Ringsend,4.409,15.75,4409,945,Terrace,2,2,75.0 m²,B3,—,28/02/2025,"€525,000","€634,000","51 MOUNT DRUMMOND AVENUE, HAROLD'S CROSS, DUBLIN 6",28/02/2025,"51 MOUNT DRUMMOND AVENUE, HAROLD'S CROSS, DUBLIN 6",Dublin,"ï¿½634,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Ashfield Rd, Ranelagh, Dublin 6, Dublin 6, Dublin",D06E248,Ringsend,3.779,12.866666666666667,3779,772,Terrace,3,2,116.0 m²,—,—,28/02/2025,"€975,000","€1,063,000","15 ASHFIELD RD, RANELAGH, DUBLIN 6",28/02/2025,"15 ASHFIELD RD, RANELAGH, DUBLIN 6",Dublin,"ï¿½1,063,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Orpen Close, Stillorgan Grove, Blackrock, Dublin",A94F3F4,Blackrock,2.588,8.033333333333333,2588,482,Terrace,2,1,66.0 m²,C1,—,28/02/2025,"€575,000","€585,000","8 ORPEN CLOSE, STILLORGAN GROVE, BLACKROCK",28/02/2025,"8 ORPEN CLOSE, STILLORGAN GROVE, BLACKROCK",Dublin,"ï¿½585,000.00",No,No,Second-Hand Dwelling house /Apartment,
"44 Wilfield Park, Sandymount, Dublin 4, Dublin 4, Dublin",D04AY26,Sandymount Strand,0.849,3.183333333333333,849,191,Semi-D,3,2,125.0 m²,D1,—,28/02/2025,"€1,450,000","€1,400,000","44 WILFIELD PARK, SANDYMOUNT, DUBLIN 4",28/02/2025,"44 WILFIELD PARK, SANDYMOUNT, DUBLIN 4",Dublin,"ï¿½1,400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Montevella, Barnhill Rd, Dalkey, Dublin",A96AH21,Dalkey,1.241,4.283333333333333,1241,257,Bungalow,2,2,93.0 m²,D1,—,28/02/2025,"€875,000","€865,000","3 MONTEVELLA, BARNHILL RD, DALKEY",28/02/2025,"3 MONTEVELLA, BARNHILL RD, DALKEY",Dublin,"ï¿½865,000.00",No,No,Second-Hand Dwelling house /Apartment,
"106 Elm Mount Rd, Beaumont, Dublin 9, Dublin 9, Dublin",D09N597,Clontarf Seafront,4.783,10.966666666666667,4783,658,Semi-D,3,2,102.0 m²,E2,—,28/02/2025,"€495,000","€575,000","106 ELM MOUNT RD, BEAUMONT, DUBLIN 9",28/02/2025,"106 ELM MOUNT RD, BEAUMONT, DUBLIN 9",Dublin,"ï¿½575,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Hillcrest Court, Lucan, Dublin, Dublin",K78W1C0,Ringsend,29.059,28.133333333333333,29059,1688,Semi-D,3,2,117.0 m²,D1,—,28/02/2025,"€415,000","€493,000","15 HILLCREST COURT, LUCAN, DUBLIN",28/02/2025,"15 HILLCREST COURT, LUCAN, DUBLIN",Dublin,"ï¿½493,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Mount Prospect Dr, Clontarf, Dublin 3, Dublin 3, Dublin",D03EC67,Clontarf Seafront,1.796,5.366666666666666,1796,322,Terrace,3,2,130.0 m²,E2,—,28/02/2025,"€695,000","€710,000","14 MOUNT PROSPECT DR, CLONTARF, DUBLIN 3",28/02/2025,"14 MOUNT PROSPECT DR, CLONTARF, DUBLIN 3",Dublin,"ï¿½710,000.00",No,No,Second-Hand Dwelling house /Apartment,
"27 Ballsbridge Wood, Shelbourne Rd, Ballsbridge Dublin 4, Dublin 4, Dublin",D04YT20,Ringsend,1.744,6.05,1744,363,Terrace,4,3,150.0 m²,B2,—,28/02/2025,"€1,100,000","€1,175,000","27 BALLSBRIDGE WOOD, SHELBOURNE RD, BALLSBRIDGE DUBLIN 4",28/02/2025,"27 BALLSBRIDGE WOOD, SHELBOURNE RD, BALLSBRIDGE DUBLIN 4",Dublin,"ï¿½1,175,000.00",No,No,Second-Hand Dwelling house /Apartment,
"69 St James Walk, Rialto, Dublin 8, Dublin 8, Dublin",D08K2H6,Ringsend,6.189,20.133333333333333,6189,1208,Terrace,2,1,47.0 m²,F,—,28/02/2025,"€220,000","€275,000","69 ST JAMES WALK, RIALTO, DUBLIN 8",28/02/2025,"69 ST JAMES WALK, RIALTO, DUBLIN 8",Dublin,"ï¿½275,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Willowbank Park, Rathfarnham, Dublin 14, Dublin 14, Dublin",D14Y938,Ringsend,8.89,27.0,8890,1620,Semi-D,4,3,184.0 m²,E1,—,28/02/2025,"€775,000","€872,000","22 WILLOWBANK PARK, RATHFARNHAM, DUBLIN 14",28/02/2025,"22 WILLOWBANK PARK, RATHFARNHAM, DUBLIN 14",Dublin,"ï¿½872,000.00",No,No,Second-Hand Dwelling house /Apartment,
"35 Timbermill, Artane, Dublin 5, Dublin 5, Dublin",D05A002,Clontarf Seafront,3.95,11.133333333333333,3950,668,Apartment,2,1,75.0 m²,C3,—,28/02/2025,"€325,000","€360,000","35 TIMBERMILL, ARTANE, DUBLIN 5",28/02/2025,"35 TIMBERMILL, ARTANE, DUBLIN 5",Dublin,"ï¿½360,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Murphystown Rd, Sandyford, Dublin 18, Dublin 18, Dublin",D18H5N2,Blackrock,6.921,17.016666666666666,6921,1021,Semi-D,4,3,108.0 m²,C3,—,28/02/2025,"€625,000","€690,000","18 MURPHYSTOWN RD, SANDYFORD, DUBLIN 18",28/02/2025,"18 MURPHYSTOWN RD, SANDYFORD, DUBLIN 18",Dublin,"ï¿½690,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Woodford Meadows, Clondalkin, Dublin, Dublin 22, Dublin",D22CP02,Blackrock,21.51,27.166666666666668,21510,1630,End of Terrace,2,1,61.0 m²,—,—,28/02/2025,"€269,000","€320,000","16 WOODFORD MEADOWS, CLONDALKIN, DUBLIN",28/02/2025,"16 WOODFORD MEADOWS, CLONDALKIN, DUBLIN",Dublin,"ï¿½320,000.00",No,No,Second-Hand Dwelling house /Apartment,
"100 Castle Ave, Clontarf, Dublin 3, Dublin 3, Dublin",D03Y400,Clontarf Seafront,1.924,3.683333333333333,1924,221,Detached,4,3,212.0 m²,G,—,28/02/2025,"€1,050,000","€999,950","100 CASTLE AVE, CLONTARF, DUBLIN 3",28/02/2025,"100 CASTLE AVE, CLONTARF, DUBLIN 3",Dublin,"ï¿½999,950.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Orchard Hall, Diswellstown Avenue, Castleknock, Dublin",D15DF8D,Ringsend,25.155,31.183333333333334,25155,1871,Apartment,2,2,88.0 m²,A3,—,28/02/2025,"€390,000","€420,000","13 ORCHARD HALL, DISWELLSTOWN AVENUE, CASTLEKNOCK",28/02/2025,"13 ORCHARD HALL, DISWELLSTOWN AVENUE, CASTLEKNOCK",Dublin,"ï¿½420,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Goldenridge Dr, Skerries Rd, Rush, Dublin",K56WN67,Ringsend,30.123,35.61666666666667,30123,2137,Semi-D,3,3,88.6 m²,—,—,28/02/2025,"€349,000","€360,000","15 GOLDENRIDGE DR, SKERRIES RD, RUSH",28/02/2025,"15 GOLDENRIDGE DR, SKERRIES RD, RUSH",Dublin,"ï¿½360,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apartment 2, Brook House, Corrig Avenue, Dublin",A96FXV7,Dún Laoghaire,0.565,3.2666666666666666,565,196,Apartment,1,1,65.5 m²,B1,—,28/02/2025,"€425,000","€462,000","APARTMENT 2, BROOK HOUSE, CORRIG AVENUE",28/02/2025,"APARTMENT 2, BROOK HOUSE, CORRIG AVENUE",Dublin,"ï¿½462,000.00",No,No,Second-Hand Dwelling house /Apartment,
"155 The Lighthouse, Church Rd, Eastwall Dublin 3, Dublin 3, Dublin",D03FX56,Clontarf Seafront,3.158,6.566666666666666,3158,394,Apartment,1,1,45.0 m²,D1,—,28/02/2025,"€265,000","€335,000","155 THE LIGHTHOUSE, CHURCH RD, EASTWALL DUBLIN 3",28/02/2025,"155 THE LIGHTHOUSE, CHURCH RD, EASTWALL DUBLIN 3",Dublin,"ï¿½335,000.00",No,No,Second-Hand Dwelling house /Apartment,
"91 Grace O Malley Rd, Howth Dublin 13, Dublin, Dublin 13, Dublin",D13E771,Howth Head,7.805,15.166666666666666,7805,910,Semi-D,3,1,88.0 m²,—,—,28/02/2025,"€550,000","€528,000","91 GRACE O MALLEY RD, HOWTH DUBLIN 13, DUBLIN",28/02/2025,"91 GRACE O MALLEY RD, HOWTH DUBLIN 13, DUBLIN",Dublin,"ï¿½528,000.00",No,No,Second-Hand Dwelling house /Apartment,
"66 Lourdes Rd, Maryland, Dublin 8, Dublin 8, Dublin",D08XW10,Ringsend,5.689,20.4,5689,1224,Terrace,2,1,80.0 m²,—,—,28/02/2025,"€345,000","€395,000","66 LOURDES RD, MARYLAND, DUBLIN 8",28/02/2025,"66 LOURDES RD, MARYLAND, DUBLIN 8",Dublin,"ï¿½395,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Moatfield Rd, St Brendans Estate, Coolock Dublin 5, Dublin 5, Dublin",D05W5N2,Clontarf Seafront,3.868,9.833333333333334,3868,590,Terrace,3,1,97.0 m²,D1,—,28/02/2025,"€395,000","€459,000","5 MOATFIELD RD, ST BRENDANS ESTATE, COOLOCK DUBLIN 5",28/02/2025,"5 MOATFIELD RD, ST BRENDANS ESTATE, COOLOCK DUBLIN 5",Dublin,"ï¿½459,000.00",No,No,Second-Hand Dwelling house /Apartment,
"58 The Beeches, Monkstown Valley, Monkstown, Dublin",A94T2X6,Monkstown,0.942,3.15,942,189,End of Terrace,3,2,96.0 m²,C3,—,28/02/2025,"€725,000","€810,000","58 THE BEECHES, MONKSTOWN VALLEY, MONKSTOWN",28/02/2025,"58 THE BEECHES, MONKSTOWN VALLEY, MONKSTOWN",Dublin,"ï¿½810,000.00",No,No,Second-Hand Dwelling house /Apartment,
"38 Blackberry Hill, Carrickmines, Dublin18, Dublin 18, Dublin",D18H8F0,Killiney Beach,6.477,12.516666666666667,6477,751,Semi-D,5,4,220.0 m²,A2,—,28/02/2025,"€925,000","€1,000,000","38 BLACKBERRY HILL, CARRICKMINES, DUBLIN18",28/02/2025,"38 BLACKBERRY HILL, CARRICKMINES, DUBLIN18",Dublin,"ï¿½1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Donaghmede Rd, Donaghmede, Dublin 13, Dublin 13, Dublin",D13DX59,Bull Island,6.083,11.566666666666666,6083,694,Semi-D,3,2,100.0 m²,—,—,28/02/2025,"€425,000","€450,000","17 DONAGHMEDE RD, DONAGHMEDE, DUBLIN 13",28/02/2025,"17 DONAGHMEDE RD, DONAGHMEDE, DUBLIN 13",Dublin,"ï¿½450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Mariners Lane, Dun Laoghaire, Dublin, Dublin",A96CR29,Dún Laoghaire,0.789,4.516666666666667,789,271,Townhouse,2,2,98.0 m²,B3,—,28/02/2025,"€895,000","€865,000","3 MARINERS LANE, DUN LAOGHAIRE, DUBLIN",28/02/2025,"3 MARINERS LANE, DUN LAOGHAIRE, DUBLIN",Dublin,"ï¿½865,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Fortfield Court, Fortfield Rd, Terenure Dublin 6, Dublin",D6WEK71,Ringsend,7.141,22.466666666666665,7141,1348,Apartment,1,1,51.0 m²,C3,—,28/02/2025,"€250,000","€300,000","15 FORTFIELD COURT, FORTFIELD RD, TERENURE DUBLIN 6",28/02/2025,"15 FORTFIELD COURT, FORTFIELD RD, TERENURE DUBLIN 6",Dublin,"ï¿½300,000.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Carrigmore Oak, Saggart, Dublin, Dublin 24, Dublin",D24WT18,Blackrock,27.136,32.18333333333333,27136,1931,Duplex,3,3,122.8 m²,B3,—,28/02/2025,"€335,000","€372,500","25 CARRIGMORE OAK, SAGGART, DUBLIN",28/02/2025,"25 CARRIGMORE OAK, SAGGART, DUBLIN",Dublin,"ï¿½372,500.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 12 Block 7, Clarion Quay Apts, Ifsc Dublin 1, Dublin",D01P970,Ringsend,2.263,9.5,2263,570,Duplex,3,2,88.0 m²,C1,—,28/02/2025,"€400,000","€418,000","APT 12 BLOCK 7, CLARION QUAY APTS, IFSC DUBLIN 1",28/02/2025,"APT 12 BLOCK 7, CLARION QUAY APTS, IFSC DUBLIN 1",Dublin,"ï¿½418,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 41 Joyce House East, Viking Harbour Apts, Ushers Island, Dublin 8, Dublin",D08KX83,Ringsend,5.544,22.416666666666668,5544,1345,Apartment,1,1,37.0 m²,B2,—,28/02/2025,"€285,000","€279,000","APT 41 JOYCE HOUSE EAST, VIKING HARBOUR APTS, USHERS ISLAND",28/02/2025,"APT 41 JOYCE HOUSE EAST, VIKING HARBOUR APTS, USHERS ISLAND",Dublin,"ï¿½279,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 St Fintans Park, Deans Grange, Blackrock, Dublin",A94VX00,Monkstown,2.351,5.433333333333334,2351,326,Terrace,3,1,83.0 m²,F,—,28/02/2025,"€495,000","€552,000","4 ST FINTANS PARK, DEANS GRANGE, BLACKROCK",28/02/2025,"4 ST FINTANS PARK, DEANS GRANGE, BLACKROCK",Dublin,"ï¿½552,000.00",No,No,Second-Hand Dwelling house /Apartment,
"50 Morehampton Square, Morehampton Road, Donnybrook, Dublin 4, Dublin",D04V271,Ringsend,2.981,10.35,2981,621,Duplex,2,1,58.0 m²,C1,—,28/02/2025,"€500,000","€538,000","50 MOREHAMPTON SQUARE, MOREHAMPTON ROAD, DONNYBROOK",28/02/2025,"50 MOREHAMPTON SQUARE, MOREHAMPTON ROAD, DONNYBROOK",Dublin,"ï¿½538,000.00",No,No,Second-Hand Dwelling house /Apartment,
