Address_x,Eircode,nearest_coast_name,coast_distance_km,coast_duration_min,coast_distance_m,coast_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"74 Bracken Park Drive, Carpenterstown Road, Castleknock, Dublin 15, Dublin",D15RH9R,Ringsend,25.095,31.166666666666668,25095,1870,Semi-D,4,3,172.0 m²,A2,—,28/02/2025,"€975,000","€990,000","74 BRACKEN PARK DRIVE, CARPENTERSTOWN ROAD, CASTLEKNOCK",28/02/2025,"74 BRACKEN PARK DRIVE, CARPENTERSTOWN ROAD, CASTLEKNOCK",Dublin,"ï¿½990,000.00",No,No,Second-Hand Dwelling house /Apartment,
"74 Lealand Rd, Clondalkin, Dublin 22, Dublin 22, Dublin",D22H588,Ringsend,14.277,36.43333333333333,14277,2186,Terrace,2,2,70.6 m²,C1,—,28/02/2025,"€275,000","€300,000","74 LEALAND RD, CLONDALKIN, DUBLIN 22",28/02/2025,"74 LEALAND RD, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½300,000.00",No,No,Second-Hand Dwelling house /Apartment,
"298 Beech Park, Lucan, Co Dublin, Dublin",K78PV48,Ringsend,28.215,28.283333333333335,28215,1697,Semi-D,4,2,129.3 m²,E2,—,28/02/2025,"€585,000","€640,000","298 BEECH PARK, LUCAN, CO DUBLIN",28/02/2025,"298 BEECH PARK, LUCAN, CO DUBLIN",Dublin,"ï¿½640,000.00",No,No,Second-Hand Dwelling house /Apartment,
"St Mary's, 191 New Cabra Road, Dublin 7, Dublin 7, Dublin",D07P991,Ringsend,5.903,20.866666666666667,5903,1252,Semi-D,3,4,175.0 m²,D1,—,28/02/2025,"€1,050,000","€1,110,000","ST MARY'S, 191 NEW CABRA ROAD, DUBLIN 7",28/02/2025,"ST MARY'S, 191 NEW CABRA ROAD, DUBLIN 7",Dublin,"ï¿½1,110,000.00",No,No,Second-Hand Dwelling house /Apartment,
"29 Avondale Avenue, Phibsborough, Dublin 7, Dublin 7, Dublin",D07AH93,Ringsend,5.03,18.983333333333334,5030,1139,Detached,2,1,67.0 m²,D2,—,28/02/2025,"€475,000","€510,000","29 AVONDALE AVENUE, PHIBSBOROUGH, DUBLIN 7",28/02/2025,"29 AVONDALE AVENUE, PHIBSBOROUGH, DUBLIN 7",Dublin,"ï¿½510,000.00",No,No,Second-Hand Dwelling house /Apartment,
"37 Crestfield Ave, Whitehall, Dublin 9, Dublin 9, Dublin",D09AE86,Clontarf Seafront,6.362,15.816666666666666,6362,949,Semi-D,3,1,92.0 m²,C1,—,28/02/2025,"€485,000","€576,000","37 CRESTFIELD AVE, WHITEHALL, DUBLIN 9",28/02/2025,"37 CRESTFIELD AVE, WHITEHALL, DUBLIN 9",Dublin,"ï¿½576,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 The Chandler, Arran Quay, Dublin 7, Dublin 7, Dublin",D07AK18,Ringsend,5.946,21.866666666666667,5946,1312,Apartment,1,1,38.0 m²,D1,—,28/02/2025,"€245,000","€220,000","26 THE CHANDLER, ARRAN QUAY, DUBLIN 7",28/02/2025,"26 THE CHANDLER, ARRAN QUAY, DUBLIN 7",Dublin,"ï¿½220,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Weston Way, Lucan, Co. Dublin, Dublin",K78E330,Ringsend,31.151,29.483333333333334,31151,1769,Detached,4,3,144.0 m²,B3,—,28/02/2025,"€615,000","€675,000","4 WESTON WAY, LUCAN, CO. DUBLIN",28/02/2025,"4 WESTON WAY, LUCAN, CO. DUBLIN",Dublin,"ï¿½675,000.00",No,No,Second-Hand Dwelling house /Apartment,
"164 Seapark, Malahide, Dublin, Dublin 3, Dublin",K36H942,Howth Head,12.638,22.616666666666667,12638,1357,Semi-D,4,2,146.0 m²,E2,—,28/02/2025,"€795,000","€838,000","164 SEAPARK, MALAHIDE, DUBLIN",28/02/2025,"164 SEAPARK, MALAHIDE, DUBLIN",Dublin,"ï¿½838,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Riverside Crescent, Clonshaugh, Dublin 17, Dublin 17, Dublin",D17HX09,Clontarf Seafront,5.618,15.15,5618,909,Semi-D,3,1,91.0 m²,—,—,28/02/2025,"€370,000","€438,500","5 RIVERSIDE CRESCENT, CLONSHAUGH, DUBLIN 17",28/02/2025,"5 RIVERSIDE CRESCENT, CLONSHAUGH, DUBLIN 17",Dublin,"ï¿½438,500.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Aranleigh Gardens, Rathfarnham, Dublin 14, Dublin 14, Dublin",D14H3E9,Sandymount Strand,9.431,24.216666666666665,9431,1453,Semi-D,6,3,201.0 m²,D2,—,28/02/2025,"€895,000","€970,000","25 ARANLEIGH GARDENS, RATHFARNHAM, DUBLIN 14",28/02/2025,"25 ARANLEIGH GARDENS, RATHFARNHAM, DUBLIN 14",Dublin,"ï¿½970,000.00",No,No,Second-Hand Dwelling house /Apartment,
"122 Gaybrook Lawns, Malahide, Dublin, Dublin",K36AW63,Clontarf Seafront,11.16,24.6,11160,1476,Semi-D,4,4,159.0 m²,D2,—,28/02/2025,"€845,000","€900,000","122 GAYBROOK LAWNS, MALAHIDE, DUBLIN",28/02/2025,"122 GAYBROOK LAWNS, MALAHIDE, DUBLIN",Dublin,"ï¿½900,000.00",No,No,Second-Hand Dwelling house /Apartment,
"54 Laverna Way, Laurel Lodge, Castleknock Dublin 15, Dublin 15, Dublin",D15DH2F,Ringsend,23.7,28.5,23700,1710,Semi-D,3,3,102.0 m²,C3,—,28/02/2025,"€550,000","€620,000","54 LAVERNA WAY, LAUREL LODGE, CASTLEKNOCK DUBLIN 15",28/02/2025,"54 LAVERNA WAY, LAUREL LODGE, CASTLEKNOCK DUBLIN 15",Dublin,"ï¿½620,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Middle Third, Killester, Dublin 5, Dublin 5, Dublin",D05H2R1,Clontarf Seafront,3.096,6.516666666666667,3096,391,Semi-D,4,2,117.0 m²,D2,—,28/02/2025,"€780,000","€890,000","9 MIDDLE THIRD, KILLESTER, DUBLIN 5",28/02/2025,"9 MIDDLE THIRD, KILLESTER, DUBLIN 5",Dublin,"ï¿½890,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Packenham House, Spencer Dock, Dublin 1, Dublin",D01W640,Ringsend,3.653,9.85,3653,591,Apartment,3,3,89.0 m²,—,—,28/02/2025,"€450,000","€462,000","8 PACKENHAM HOUSE, SPENCER DOCK, DUBLIN 1",28/02/2025,"8 PACKENHAM HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,"ï¿½462,000.00",No,No,Second-Hand Dwelling house /Apartment,
"83 Limekiln Rd, Walkinstown, Dublin 12, Dublin 12, Dublin",D12HY02,Ringsend,9.015,25.216666666666665,9015,1513,Terrace,3,1,92.0 m²,—,—,28/02/2025,"€390,000","€522,000","83 LIMEKILN RD, WALKINSTOWN, DUBLIN 12",28/02/2025,"83 LIMEKILN RD, WALKINSTOWN, DUBLIN 12",Dublin,"ï¿½522,000.00",No,No,Second-Hand Dwelling house /Apartment,
"76 Marian Crescent, Rathfarnham, Dublin 14, Dublin 14, Dublin",D14Y6K0,Ringsend,8.865,26.85,8865,1611,Semi-D,3,1,112.0 m²,E2,—,28/02/2025,"€595,000","€737,000","76 MARIAN CRESCENT, RATHFARNHAM, DUBLIN 14",28/02/2025,"76 MARIAN CRESCENT, RATHFARNHAM, DUBLIN 14",Dublin,"ï¿½737,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 23, Smithfield Village, Smithfield Dublin 7, Dublin 7, Dublin",D07CC86,Ringsend,5.692,20.716666666666665,5692,1243,Apartment,3,2,82.0 m²,C3,—,28/02/2025,"€425,000","€480,000","APT 23, SMITHFIELD VILLAGE, SMITHFIELD DUBLIN 7",28/02/2025,"APT 23, SMITHFIELD VILLAGE, SMITHFIELD DUBLIN 7",Dublin,"ï¿½480,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Church Ave, S C Rd, Dublin 8, Dublin 8, Dublin",D08V9F5,Ringsend,5.76,19.083333333333332,5760,1145,Terrace,3,2,90.0 m²,B2,—,28/02/2025,"€575,000","€650,000","9 CHURCH AVE, S C RD, DUBLIN 8",28/02/2025,"9 CHURCH AVE, S C RD, DUBLIN 8",Dublin,"ï¿½650,000.00",No,No,Second-Hand Dwelling house /Apartment,
"87 Barton Rd East, Dundrum, Dublin 14, Dublin 14, Dublin",D14WY67,Blackrock,7.454,18.533333333333335,7454,1112,Semi-D,4,2,115.0 m²,E2,—,28/02/2025,"€795,000","€840,000","87 BARTON RD EAST, DUNDRUM, DUBLIN 14",28/02/2025,"87 BARTON RD EAST, DUNDRUM, DUBLIN 14",Dublin,"ï¿½840,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Hazelbrook Drive, Terenure, Dublin 6w, Dublin",D6WWK37,Ringsend,6.602,20.666666666666668,6602,1240,Semi-D,4,2,142.0 m²,F,—,28/02/2025,"€725,000","€765,000","13 HAZELBROOK DRIVE, TERENURE, DUBLIN 6W",28/02/2025,"13 HAZELBROOK DRIVE, TERENURE, DUBLIN 6W",Dublin,"ï¿½765,000.00",No,No,Second-Hand Dwelling house /Apartment,
"30 Victoria St, Portobello, Dublin 8, Dublin 8, Dublin",D08F2Y7,Ringsend,4.11,14.316666666666666,4110,859,Terrace,4,2,110.0 m²,—,—,28/02/2025,"€795,000","€785,000","30 VICTORIA ST, PORTOBELLO, DUBLIN 8",28/02/2025,"30 VICTORIA ST, PORTOBELLO, DUBLIN 8",Dublin,"ï¿½785,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Woodstown Close, Knocklyon, Dublin 16, Dublin 16, Dublin",D16RD79,Blackrock,15.136,23.133333333333333,15136,1388,Semi-D,3,3,129.0 m²,D1,—,28/02/2025,"€595,000","€665,000","8 WOODSTOWN CLOSE, KNOCKLYON, DUBLIN 16",28/02/2025,"8 WOODSTOWN CLOSE, KNOCKLYON, DUBLIN 16",Dublin,"ï¿½665,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Chamber St, Dublin 8, Dublin, Dublin 8, Dublin",D08A9Y2,Ringsend,4.595,18.116666666666667,4595,1087,End of Terrace,2,2,65.0 m²,—,—,28/02/2025,"€315,000","€310,000","5 CHAMBER ST, DUBLIN 8, DUBLIN",28/02/2025,"5 CHAMBER ST, DUBLIN 8, DUBLIN",Dublin,"ï¿½310,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Pine Grove Park, Swords, Dublin, Dublin",K67N7T3,Howth Head,18.186,32.233333333333334,18186,1934,Semi-D,4,2,129.0 m²,E2,—,28/02/2025,"€575,000","€580,000","13 PINE GROVE PARK, SWORDS, DUBLIN",28/02/2025,"13 PINE GROVE PARK, SWORDS, DUBLIN",Dublin,"ï¿½580,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Sycamore Hall, Clay Farm, Leopardstown, Dublin 18, Dublin",D18HW8W,Killiney Beach,7.655,15.85,7655,951,Apartment,2,2,90.0 m²,A3,—,28/02/2025,"€495,000","€560,000","2 SYCAMORE HALL, CLAY FARM, LEOPARDSTOWN",28/02/2025,"2 SYCAMORE HALL, CLAY FARM, LEOPARDSTOWN",Dublin,"ï¿½560,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 21, Manor Hall Mount Brown, Kilmainham, Dublin 8, Dublin",D08HY30,Ringsend,5.896,22.266666666666666,5896,1336,Apartment,2,1,58.0 m²,B2,—,28/02/2025,"€325,000","€414,000","APT 21, MANOR HALL MOUNT BROWN, KILMAINHAM",28/02/2025,"APT 21, MANOR HALL MOUNT BROWN, KILMAINHAM",Dublin,"ï¿½414,000.00",No,No,Second-Hand Dwelling house /Apartment,
"98 St Annes, Kimmage Rd West, Kimmage Dublin 12, Dublin 12, Dublin",D12H0A4,Ringsend,6.976,22.133333333333333,6976,1328,End of Terrace,2,1,63.0 m²,C3,—,28/02/2025,"€425,000","€535,000","98 ST ANNES, KIMMAGE RD WEST, KIMMAGE DUBLIN 12",28/02/2025,"98 ST ANNES, KIMMAGE RD WEST, KIMMAGE DUBLIN 12",Dublin,"ï¿½535,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Ormond Sq, Dublin 7, Dublin, Dublin 7, Dublin",D07E0E2,Ringsend,5.712,21.183333333333334,5712,1271,Terrace,2,1,73.0 m²,D2,—,28/02/2025,"€555,000","€555,000","11 ORMOND SQ, DUBLIN 7, DUBLIN",28/02/2025,"11 ORMOND SQ, DUBLIN 7, DUBLIN",Dublin,"ï¿½555,000.00",No,No,Second-Hand Dwelling house /Apartment,
"142 Willow Park Ave, Glasnevin North, Dublin 11, Dublin 11, Dublin",D11YE13,Clontarf Seafront,7.703,19.45,7703,1167,Semi-D,4,3,125.0 m²,E1,—,28/02/2025,"€595,000","€710,000","142 WILLOW PARK AVE, GLASNEVIN NORTH, DUBLIN 11",28/02/2025,"142 WILLOW PARK AVE, GLASNEVIN NORTH, DUBLIN 11",Dublin,"ï¿½710,000.00",No,No,Second-Hand Dwelling house /Apartment,
"120 Ivy Court, Beaumont Woods, Dublin 9, Dublin 9, Dublin",D09F228,Clontarf Seafront,6.094,16.483333333333334,6094,989,Duplex,2,2,80.0 m²,C3,—,28/02/2025,"€395,000","€405,000","120 IVY COURT, BEAUMONT WOODS, DUBLIN 9",28/02/2025,"120 IVY COURT, BEAUMONT WOODS, DUBLIN 9",Dublin,"ï¿½405,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Palmers Copse, Palmerstown, Dublin 20, Dublin 20, Dublin",D20FW68,Blackrock,26.296,31.8,26296,1908,Semi-D,3,3,93.0 m²,C3,—,28/02/2025,"€375,000","€435,000","6 PALMERS COPSE, PALMERSTOWN, DUBLIN 20",28/02/2025,"6 PALMERS COPSE, PALMERSTOWN, DUBLIN 20",Dublin,"ï¿½435,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Castlepark Road, Sandycove, Co Dublin, Dublin",A96FD62,Dalkey,1.824,4.766666666666667,1824,286,Terrace,4,4,232.0 m²,B2,—,28/02/2025,"€2,000,000","€2,500,000","13 CASTLEPARK ROAD, SANDYCOVE, CO DUBLIN",28/02/2025,"13 CASTLEPARK ROAD, SANDYCOVE, CO DUBLIN",Dublin,"ï¿½500,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
"13 Castlepark Road, Sandycove, Co Dublin, Dublin",A96FD62,Dalkey,1.824,4.766666666666667,1824,286,Terrace,4,4,232.0 m²,B2,—,28/02/2025,"€2,000,000","€2,500,000","13 CASTLEPARK ROAD, SANDYCOVE, CO DUBLIN",28/02/2025,"13 CASTLEPARK ROAD, SANDYCOVE, CO DUBLIN",Dublin,"ï¿½2,500,000.00",No,No,Second-Hand Dwelling house /Apartment,
"215 Templeogue Rd, Terenure, Dublin 6w, Dublin",D6WTY36,Ringsend,7.5,22.583333333333332,7500,1355,Detached,5,1,172.0 m²,C2,—,28/02/2025,"€950,000","€1,205,000","215 TEMPLEOGUE RD, TERENURE, DUBLIN 6W",28/02/2025,"215 TEMPLEOGUE RD, TERENURE, DUBLIN 6W",Dublin,"ï¿½1,205,000.00",No,No,Second-Hand Dwelling house /Apartment,
"51 Eaton Sq, Terenure, Dublin 6w, Dublin",D6WY920,Ringsend,6.094,19.85,6094,1191,House,3,4,195.0 m²,C1,—,28/02/2025,"€1,495,000","€1,800,000","51 EATON SQ, TERENURE, DUBLIN 6W",28/02/2025,"51 EATON SQ, TERENURE, DUBLIN 6W",Dublin,"ï¿½1,800,000.00",No,No,Second-Hand Dwelling house /Apartment,
"118 Shanard Rd, Santry, Dublin 9, Dublin 9, Dublin",D09T9V9,Clontarf Seafront,7.378,17.983333333333334,7378,1079,Semi-D,3,1,92.0 m²,D2,—,28/02/2025,"€425,000","€472,000","118 SHANARD RD, SANTRY, DUBLIN 9",28/02/2025,"118 SHANARD RD, SANTRY, DUBLIN 9",Dublin,"ï¿½472,000.00",No,No,Second-Hand Dwelling house /Apartment,
"72 Grand Canal Wharf, South Dock Rd, Ringsend Dublin 4, Dublin 4, Dublin",D04F584,Ringsend,0.532,1.9,532,114,Apartment,2,2,64.0 m²,C1,—,28/02/2025,"€495,000","€499,000","72 GRAND CANAL WHARF, SOUTH DOCK RD, RINGSEND DUBLIN 4",28/02/2025,"72 GRAND CANAL WHARF, SOUTH DOCK RD, RINGSEND DUBLIN 4",Dublin,"ï¿½499,000.00",No,No,Second-Hand Dwelling house /Apartment,
"55 The Park, Skerries Rock, Skerries, Dublin",K34KT66,Ringsend,37.435,36.43333333333333,37435,2186,Semi-D,4,3,118.0 m²,C2,—,28/02/2025,"€590,000","€645,000","55 THE PARK, SKERRIES ROCK, SKERRIES",28/02/2025,"55 THE PARK, SKERRIES ROCK, SKERRIES",Dublin,"ï¿½645,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apartment 28, Castlegrange Square, Clondalkin, Dublin",D22TF64,Blackrock,26.73,31.466666666666665,26730,1888,Apartment,1,1,47.0 m²,D1,—,28/02/2025,"€195,000","€200,000","APARTMENT 28, CASTLEGRANGE SQUARE, CLONDALKIN",28/02/2025,"APARTMENT 28, CASTLEGRANGE SQUARE, CLONDALKIN",Dublin,"ï¿½200,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Gledswood Park, Clonskea, Dublin 14, Dublin 14, Dublin",D14XK18,Sandymount Strand,4.393,11.966666666666667,4393,718,Semi-D,5,2,141.0 m²,E1,—,28/02/2025,"€850,000","€835,000","2 GLEDSWOOD PARK, CLONSKEA, DUBLIN 14",28/02/2025,"2 GLEDSWOOD PARK, CLONSKEA, DUBLIN 14",Dublin,"ï¿½835,000.00",No,No,Second-Hand Dwelling house /Apartment,
"82 Gledswood Park, Clonskeagh, Dublin, Dublin 14, Dublin",D14W6Y2,Sandymount Strand,4.776,13.05,4776,783,Semi-D,4,2,140.0 m²,B3,—,28/02/2025,"€925,000","€1,101,000","82 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN",28/02/2025,"82 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN",Dublin,"ï¿½1,101,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Windmill Sq, Porterstown, Dublin 15, Dublin 15, Dublin",D15WY94,Ringsend,24.45,28.416666666666668,24450,1705,Duplex,3,3,108.0 m²,—,—,28/02/2025,"€325,000","€378,000","22 WINDMILL SQ, PORTERSTOWN, DUBLIN 15",28/02/2025,"22 WINDMILL SQ, PORTERSTOWN, DUBLIN 15",Dublin,"ï¿½378,000.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Ely Close, Old Court Rd, Dublin 24, Dublin 24, Dublin",D24PEX9,Ringsend,13.897,35.516666666666666,13897,2131,Bungalow,2,1,62.0 m²,D2,—,28/02/2025,"€375,000","€375,000","25 ELY CLOSE, OLD COURT RD, DUBLIN 24",28/02/2025,"25 ELY CLOSE, OLD COURT RD, DUBLIN 24",Dublin,"ï¿½375,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Orlagh View, Knocklyon, Dublin 16, Dublin 16, Dublin",D16X0C8,Blackrock,14.81,22.033333333333335,14810,1322,Semi-D,3,2,140.0 m²,—,—,28/02/2025,"€645,000","€630,000","3 ORLAGH VIEW, KNOCKLYON, DUBLIN 16",28/02/2025,"3 ORLAGH VIEW, KNOCKLYON, DUBLIN 16",Dublin,"ï¿½630,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Castlepark Road, Sandycove, Co Dublin, Dublin",A96FD62,Dalkey,1.824,4.766666666666667,1824,286,Terrace,4,4,232.0 m²,B2,—,28/02/2025,"€2,000,000","€500,000*","13 CASTLEPARK ROAD, SANDYCOVE, CO DUBLIN",28/02/2025,"13 CASTLEPARK ROAD, SANDYCOVE, CO DUBLIN",Dublin,"ï¿½500,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
"13 Castlepark Road, Sandycove, Co Dublin, Dublin",A96FD62,Dalkey,1.824,4.766666666666667,1824,286,Terrace,4,4,232.0 m²,B2,—,28/02/2025,"€2,000,000","€500,000*","13 CASTLEPARK ROAD, SANDYCOVE, CO DUBLIN",28/02/2025,"13 CASTLEPARK ROAD, SANDYCOVE, CO DUBLIN",Dublin,"ï¿½2,500,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Blackberry Lane, Rathmines, Dublin 6, Dublin 6, Dublin",D06WD83,Ringsend,3.807,14.133333333333333,3807,848,Terrace,6,3,106.0 m²,D1,—,28/02/2025,"€755,000","€765,000","3 BLACKBERRY LANE, RATHMINES, DUBLIN 6",28/02/2025,"3 BLACKBERRY LANE, RATHMINES, DUBLIN 6",Dublin,"ï¿½765,000.00",No,No,Second-Hand Dwelling house /Apartment,
"89 Hannah Sq, St Edmunds, Lucan, Dublin",K78VE84,Ringsend,26.155,26.933333333333334,26155,1616,Apartment,2,2,80.0 m²,—,—,28/02/2025,"€299,950","€321,000","89 HANNAH SQ, ST EDMUNDS, LUCAN",28/02/2025,"89 HANNAH SQ, ST EDMUNDS, LUCAN",Dublin,"ï¿½321,000.00",No,No,Second-Hand Dwelling house /Apartment,
"74 Citygate, St Augustine St, Dublin 8, Dublin 8, Dublin",D08FR96,Ringsend,4.7,18.516666666666666,4700,1111,Apartment,1,1,37.5 m²,D2,—,28/02/2025,"€230,000","€241,000","74 CITYGATE, ST AUGUSTINE ST, DUBLIN 8",28/02/2025,"74 CITYGATE, ST AUGUSTINE ST, DUBLIN 8",Dublin,"ï¿½241,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Ramillies Rd, Ballyfermot, Dublin 10, Dublin 10, Dublin",D10RK59,Ringsend,9.701,29.45,9701,1767,Terrace,2,1,60.0 m²,—,—,28/02/2025,"€270,000","€341,555","15 RAMILLIES RD, BALLYFERMOT, DUBLIN 10",28/02/2025,"15 RAMILLIES RD, BALLYFERMOT, DUBLIN 10",Dublin,"ï¿½341,555.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Glenlawn Dr, The Park, Cabinteely, Dublin 18, Dublin",D18T9V0,Monkstown,4.89,11.916666666666666,4890,715,Semi-D,4,3,120.0 m²,C3,—,28/02/2025,"€895,000","€860,000","15 GLENLAWN DR, THE PARK, CABINTEELY",28/02/2025,"15 GLENLAWN DR, THE PARK, CABINTEELY",Dublin,"ï¿½860,000.00",No,No,Second-Hand Dwelling house /Apartment,
"31 Harcourt Lodge, Southern Cross Ave, Kilmainham Dublin 8, Dublin 8, Dublin",D08AX70,Ringsend,6.751,21.783333333333335,6751,1307,Apartment,2,1,56.0 m²,D1,—,28/02/2025,"€350,000","€351,000","31 HARCOURT LODGE, SOUTHERN CROSS AVE, KILMAINHAM DUBLIN 8",28/02/2025,"31 HARCOURT LODGE, SOUTHERN CROSS AVE, KILMAINHAM DUBLIN 8",Dublin,"ï¿½351,000.00",No,No,Second-Hand Dwelling house /Apartment,
"21 Coundon Court, Killiney, County Dublin, Dublin",A96N2T9,Killiney Beach,2.077,4.666666666666667,2077,280,Detached,5,3,460.1 m²,—,—,28/02/2025,"€2,500,000","€2,400,000","21 COUNDON COURT, KILLINEY, COUNTY DUBLIN",28/02/2025,"21 COUNDON COURT, KILLINEY, COUNTY DUBLIN",Dublin,"ï¿½2,400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2 Larkfield Walk, Clay Farm, Leopardstown, Dublin 18, Dublin",D18A2PA,Killiney Beach,7.556,15.266666666666667,7556,916,Semi-D,3,4,135.0 m²,A3,—,01/03/2025,"€715,000","€765,000","2 LARKFIELD WALK, CLAY FARM, LEOPARDSTOWN",01/03/2025,"2 LARKFIELD WALK, CLAY FARM, LEOPARDSTOWN",Dublin,"ï¿½765,000.00",No,No,Second-Hand Dwelling house /Apartment,
"25 The Hibernian, The Gasworks, Barrow St, Dublin 4, Dublin",D04P6K2,Ringsend,1.049,3.5,1049,210,Apartment,1,1,54.0 m²,B3,—,03/03/2025,"€395,000","€450,000","25 THE HIBERNIAN, THE GASWORKS, BARROW ST",03/03/2025,"25 THE HIBERNIAN, THE GASWORKS, BARROW ST",Dublin,"ï¿½450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Castleview Green, Swords, Dublin, Dublin",K67KC66,Howth Head,18.47,32.63333333333333,18470,1958,Terrace,2,2,92.0 m²,C2,—,03/03/2025,"€350,000","€380,000","7 CASTLEVIEW GREEN, SWORDS, DUBLIN",03/03/2025,"7 CASTLEVIEW GREEN, SWORDS, DUBLIN",Dublin,"ï¿½380,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Cremore Park, Glasnevin, Dublin 11, Dublin 11, Dublin",D11Y6NW,Clontarf Seafront,6.377,17.366666666666667,6377,1042,Semi-D,4,3,181.0 m²,B3,—,03/03/2025,"€1,175,000","€1,175,000","18 CREMORE PARK, GLASNEVIN, DUBLIN 11",03/03/2025,"18 CREMORE PARK, GLASNEVIN, DUBLIN 11",Dublin,"ï¿½1,175,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 34 Lanesborough Crescent, Meakstown, Dublin 11, Dublin 11, Dublin",D11P657,Ringsend,16.716,22.033333333333335,16716,1322,Terrace,3,3,146.0 m²,B3,—,03/03/2025,"€350,000","€406,000","APT 34 LANESBOROUGH CRESCENT, MEAKSTOWN, DUBLIN 11",03/03/2025,"APT 34 LANESBOROUGH CRESCENT, MEAKSTOWN, DUBLIN 11",Dublin,"ï¿½406,000.00",No,No,Second-Hand Dwelling house /Apartment,
"53 Monastery Walk, Clondalkin, Dublin 22, Dublin 22, Dublin",D22CD40,Blackrock,21.208,26.2,21208,1572,Semi-D,5,—,285.0 m²,—,—,03/03/2025,"€550,000","€760,000","53 MONASTERY WALK, CLONDALKIN, DUBLIN 22",03/03/2025,"53 MONASTERY WALK, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½760,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Auburn Avenue, Johnstown, Dun Laoghaire, Dublin",A96N2W0,Killiney Beach,3.683,8.483333333333333,3683,509,Semi-D,4,3,148.0 m²,C2,—,03/03/2025,"€795,000","€875,000","22 AUBURN AVENUE, JOHNSTOWN, DUN LAOGHAIRE",03/03/2025,"22 AUBURN AVENUE, JOHNSTOWN, DUN LAOGHAIRE",Dublin,"ï¿½875,000.00",No,No,Second-Hand Dwelling house /Apartment,
"91 The Westmoreland, Charlotte Quay, Dublin 4, Dublin 4, Dublin",D04HN96,Ringsend,0.754,2.033333333333333,754,122,Apartment,1,1,45.0 m²,—,—,03/03/2025,"€275,000","€315,000","91 THE WESTMORELAND, CHARLOTTE QUAY, DUBLIN 4",03/03/2025,"91 THE WESTMORELAND, CHARLOTTE QUAY, DUBLIN 4",Dublin,"ï¿½315,000.00",No,No,Second-Hand Dwelling house /Apartment,
"38 Ballyfermot Ave, Ballyfermot, Dublin 10, Dublin 10, Dublin",D10PN79,Ringsend,10.818,32.15,10818,1929,Terrace,2,1,71.0 m²,—,—,03/03/2025,"€275,000","€330,000","38 BALLYFERMOT AVE, BALLYFERMOT, DUBLIN 10",03/03/2025,"38 BALLYFERMOT AVE, BALLYFERMOT, DUBLIN 10",Dublin,"ï¿½330,000.00",No,No,Second-Hand Dwelling house /Apartment,
"57 Oakcourt Lawn, Palmerstown, Dublin 20, Dublin 20, Dublin",D20HD34,Blackrock,26.236,31.383333333333333,26236,1883,Bungalow,1,1,43.0 m²,—,—,03/03/2025,"€275,000","€280,000","57 OAKCOURT LAWN, PALMERSTOWN, DUBLIN 20",03/03/2025,"57 OAKCOURT LAWN, PALMERSTOWN, DUBLIN 20",Dublin,"ï¿½280,000.00",No,No,Second-Hand Dwelling house /Apartment,
